"loop","Label","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper"
124,"b13",-0.5552,0.6004,500,-0.92,0.3556,0.05,-1.7349,0.6245
124,"b23",-0.0931,0.1715,500,-0.54,0.5874,0.05,-0.43,0.2438
124,"b33",0.2552,0.2011,500,1.27,0.205,0.05,-0.1399,0.6503
124,"b43",-0.3449,0.2217,500,-1.56,0.1204,0.05,-0.7804,0.09062
124,"b53",0.102,0.1739,500,0.59,0.5581,0.05,-0.2398,0.4437
125,"b03",1.0661,0.5974,500,1.78,0.0749,0.05,-0.1076,2.2398
125,"b13",0.3218,0.3833,500,0.84,0.4016,0.05,-0.4313,1.075
125,"b23",0.1899,0.1898,500,1,0.3175,0.05,-0.183,0.5628
125,"b33",0.09896,0.156,500,0.63,0.5262,0.05,-0.2076,0.4055
125,"b43",-0.8161,0.4165,500,-1.96,0.0507,0.05,-1.6344,0.002331
