"loop","Label","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper"
553,"b33",0.4529,0.2528,500,1.79,0.0738,0.05,-0.04368,0.9495
553,"b43",-0.6501,0.2473,500,-2.63,0.0088,0.05,-1.136,-0.1642
553,"b53",0.05784,0.2571,500,0.22,0.8221,0.05,-0.4473,0.5629
554,"b03",1.6429,0.5978,500,2.75,0.0062,0.05,0.4683,2.8175
554,"b13",0.558,0.5369,500,1.04,0.2991,0.05,-0.4968,1.6129
554,"b23",0.04916,0.1735,500,0.28,0.777,0.05,-0.2917,0.39
554,"b33",0.05108,0.1085,500,0.47,0.638,0.05,-0.1621,0.2643
554,"b43",-0.8795,0.2548,500,-3.45,6e-04,0.05,-1.3802,-0.3789
554,"b53",-0.05696,0.2191,500,-0.26,0.7951,0.05,-0.4875,0.3736
555,"b03",1.8744,0.5175,500,3.62,3e-04,0.05,0.8577,2.8912
555,"b13",0.1423,0.2228,500,0.64,0.5233,0.05,-0.2954,0.5799
555,"b23",0.04212,0.1869,500,0.23,0.8218,0.05,-0.3251,0.4093
555,"b33",0.1089,0.0931,500,1.17,0.2425,0.05,-0.07398,0.2919
555,"b43",-0.8502,0.3011,500,-2.82,0.0049,0.05,-1.4418,-0.2586
555,"b53",0.0356,0.1743,500,0.2,0.8382,0.05,-0.3068,0.378
556,"b03",1.7487,0.5052,500,3.46,6e-04,0.05,0.7561,2.7413
556,"b13",0.3263,0.4859,500,0.67,0.5022,0.05,-0.6284,1.2809
556,"b23",-0.3065,0.2395,500,-1.28,0.2012,0.05,-0.7771,0.1641
556,"b33",0.1093,0.2551,500,0.43,0.6686,0.05,-0.3919,0.6104
556,"b43",-0.9458,0.3779,500,-2.5,0.0126,0.05,-1.6882,-0.2034
556,"b53",0.665,0.2571,500,2.59,0.01,0.05,0.1599,1.1702
557,"b03",1.8568,0.4992,500,3.72,2e-04,0.05,0.876,2.8376
557,"b13",-0.08695,0.5007,500,-0.17,0.8622,0.05,-1.0706,0.8967
557,"b23",-0.0319,0.1201,500,-0.27,0.7907,0.05,-0.2679,0.2041
557,"b33",0.04351,0.08927,500,0.49,0.6262,0.05,-0.1319,0.2189
557,"b43",-0.3859,0.309,500,-1.25,0.2123,0.05,-0.9929,0.2211
557,"b53",0.2755,0.1118,500,2.46,0.0141,0.05,0.05573,0.4952
558,"b03",1.8027,0.5224,500,3.45,6e-04,0.05,0.7763,2.8291
558,"b13",0.3941,0.4513,500,0.87,0.383,0.05,-0.4926,1.2808
558,"b23",-0.1804,0.1185,500,-1.52,0.1286,0.05,-0.4132,0.05245
558,"b33",0.1969,0.1489,500,1.32,0.1868,0.05,-0.09575,0.4895
558,"b43",-0.8287,0.2366,500,-3.5,5e-04,0.05,-1.2934,-0.3639
558,"b53",0.2164,0.1291,500,1.68,0.0942,0.05,-0.03719,0.4701
559,"b03",1.4616,0.4597,500,3.18,0.0016,0.05,0.5585,2.3647
559,"b13",-0.01331,0.2606,500,-0.05,0.9593,0.05,-0.5253,0.4987
559,"b23",-0.08471,0.1143,500,-0.74,0.4589,0.05,-0.3093,0.1398
559,"b33",0.1438,0.1634,500,0.88,0.3792,0.05,-0.1772,0.4649
559,"b43",-0.3274,0.2435,500,-1.34,0.1794,0.05,-0.8058,0.151
559,"b53",0.2585,0.2124,500,1.22,0.2243,0.05,-0.1589,0.6759
560,"b03",1.9469,0.574,500,3.39,8e-04,0.05,0.819,3.0747
560,"b13",0.05739,0.2922,500,0.2,0.8444,0.05,-0.5167,0.6315
560,"b23",-0.3702,0.3357,500,-1.1,0.2706,0.05,-1.0298,0.2893
560,"b33",-0.04359,0.1592,500,-0.27,0.7843,0.05,-0.3563,0.2691
560,"b43",-0.7418,0.241,500,-3.08,0.0022,0.05,-1.2153,-0.2683
560,"b53",0.2186,0.1822,500,1.2,0.2309,0.05,-0.1395,0.5766
561,"b03",2.3985,0.5365,500,4.47,"<.0001",0.05,1.3444,3.4526
561,"b13",-0.04161,0.3919,500,-0.11,"0.9155",0.05,-0.8116,0.7284
561,"b23",-0.08274,0.09564,500,-0.87,"0.3874",0.05,-0.2706,0.1052
561,"b33",-0.08006,0.1142,500,-0.7,"0.4836",0.05,-0.3044,0.1443
561,"b43",-1.0759,0.4865,500,-2.21,"0.0275",0.05,-2.0318,-0.12
561,"b53",0.1151,0.1193,500,0.96,"0.3351",0.05,-0.1192,0.3494
562,"b03",1.1918,0.5247,500,2.27,0.0236,0.05,0.1609,2.2228
562,"b13",0.1618,0.2588,500,0.63,0.5322,0.05,-0.3467,0.6703
562,"b23",-0.0164,0.1155,500,-0.14,0.8872,0.05,-0.2434,0.2106
562,"b33",0.1524,0.1767,500,0.86,0.3888,0.05,-0.1947,0.4995
562,"b43",-0.583,0.3382,500,-1.72,0.0854,0.05,-1.2475,0.08154
562,"b53",0.1554,0.1747,500,0.89,0.374,0.05,-0.1878,0.4987
563,"b03",1.1281,0.551,500,2.05,0.0412,0.05,0.04544,2.2107
563,"b13",0.4298,0.3924,500,1.1,0.2739,0.05,-0.3411,1.2007
563,"b23",0.07084,0.1529,500,0.46,0.6434,0.05,-0.2296,0.3713
563,"b33",-0.17,0.2775,500,-0.61,0.5406,0.05,-0.7152,0.3753
563,"b43",-0.7854,0.3513,500,-2.24,0.0258,0.05,-1.4757,-0.09517
563,"b53",0.001929,0.1944,500,0.01,0.9921,0.05,-0.3801,0.384
564,"b03",1.2065,0.4812,500,2.51,0.0125,0.05,0.2611,2.1518
564,"b13",0.09078,0.2399,500,0.38,0.7053,0.05,-0.3806,0.5621
564,"b23",-0.00128,0.1538,500,-0.01,0.9934,0.05,-0.3034,0.3008
564,"b33",0.1039,0.1279,500,0.81,0.4171,0.05,-0.1474,0.3551
564,"b43",-0.4862,0.3366,500,-1.44,0.1492,0.05,-1.1474,0.175
564,"b53",0.1369,0.1402,500,0.98,0.3295,0.05,-0.1386,0.4124
565,"b03",0.8044,0.5594,500,1.44,0.1511,0.05,-0.2947,1.9034
565,"b13",0.05729,0.2803,500,0.2,0.8381,0.05,-0.4933,0.6079
565,"b23",0.0269,0.0413,500,0.65,0.5151,0.05,-0.05424,0.108
565,"b33",0.05875,0.09205,500,0.64,0.5236,0.05,-0.1221,0.2396
565,"b43",-0.3564,0.2369,500,-1.5,0.1332,0.05,-0.8219,0.1091
565,"b53",0.03927,0.2244,500,0.17,0.8612,0.05,-0.4016,0.4802
566,"b03",1.8484,0.4972,500,3.72,2e-04,0.05,0.8715,2.8254
566,"b13",-0.08591,0.3388,500,-0.25,0.7999,0.05,-0.7516,0.5797
566,"b23",0.2124,0.2708,500,0.78,0.4332,0.05,-0.3197,0.7444
566,"b33",0.09285,0.15,500,0.62,0.5362,0.05,-0.2019,0.3876
566,"b43",-0.8644,0.3439,500,-2.51,0.0123,0.05,-1.5401,-0.1888
566,"b53",-0.1403,0.2,500,-0.7,0.4832,0.05,-0.5332,0.2526
567,"b03",1.3796,0.5761,500,2.39,0.017,0.05,0.2477,2.5115
567,"b13",0.3295,0.566,500,0.58,0.5608,0.05,-0.7826,1.4416
567,"b23",-0.6538,0.3641,500,-1.8,0.0731,0.05,-1.3692,0.06148
567,"b33",-0.1366,0.3272,500,-0.42,0.6765,0.05,-0.7796,0.5063
567,"b43",-0.4442,0.2792,500,-1.59,0.1122,0.05,-0.9927,0.1043
567,"b53",0.1645,0.2477,500,0.66,0.5069,0.05,-0.3221,0.6511
568,"b03",0.01128,0.6214,500,0.02,0.9855,0.05,-1.2096,1.2321
568,"b13",0.02117,0.1818,500,0.12,0.9074,0.05,-0.336,0.3783
568,"b23",0.05376,0.1107,500,0.49,0.6274,0.05,-0.1637,0.2712
568,"b33",0.03702,0.1062,500,0.35,0.7275,0.05,-0.1716,0.2457
568,"b43",-0.1437,0.4543,500,-0.32,0.752,0.05,-1.0363,0.749
568,"b53",-0.03647,0.08876,500,-0.41,0.6813,0.05,-0.2109,0.1379
569,"b03",1.5148,0.5752,500,2.63,0.0087,0.05,0.3848,2.6449
569,"b13",0.127,0.3792,500,0.33,0.7378,0.05,-0.618,0.872
569,"b23",-0.5151,0.2681,500,-1.92,0.0553,0.05,-1.0418,0.01163
569,"b33",-0.01575,0.1462,500,-0.11,0.9143,0.05,-0.3031,0.2716
569,"b43",-0.3788,0.2176,500,-1.74,0.0823,0.05,-0.8063,0.04863
569,"b53",0.3977,0.2601,500,1.53,0.1268,0.05,-0.1132,0.9087
570,"b03",3.2986,0.6547,500,5.04,"<.0001",0.05,2.0124,4.5848
570,"b13",-0.9117,0.7027,500,-1.3,"0.1951",0.05,-2.2924,0.469
570,"b23",-0.3373,0.2137,500,-1.58,"0.1151",0.05,-0.7571,0.08256
570,"b33",0.5218,0.2299,500,2.27,"0.0236",0.05,0.07017,0.9734
570,"b43",-0.9007,0.2422,500,-3.72,"0.0002",0.05,-1.3767,-0.4248
570,"b53",0.3462,0.2023,500,1.71,"0.0876",0.05,-0.05127,0.7437
571,"b03",1.7685,0.5423,500,3.26,0.0012,0.05,0.703,2.834
571,"b13",-0.299,0.4659,500,-0.64,0.5214,0.05,-1.2143,0.6164
571,"b23",-0.3521,0.3291,500,-1.07,0.2852,0.05,-0.9987,0.2945
571,"b33",0.2058,0.1788,500,1.15,0.2503,0.05,-0.1455,0.5571
571,"b43",-0.3879,0.2276,500,-1.7,0.089,0.05,-0.8352,0.05933
571,"b53",0.1946,0.1911,500,1.02,0.309,0.05,-0.1809,0.5701
572,"b03",1.9135,0.4073,500,4.7,"<.0001",0.05,1.1133,2.7136
572,"b13",-0.06446,0.2262,500,-0.28,"0.7758",0.05,-0.5089,0.38
572,"b23",-0.0573,0.1787,500,-0.32,"0.7487",0.05,-0.4085,0.2939
572,"b33",0.06091,0.1407,500,0.43,"0.6652",0.05,-0.2154,0.3372
572,"b43",-0.7051,0.2656,500,-2.65,"0.0082",0.05,-1.227,-0.1832
572,"b53",0.1112,0.1739,500,0.64,"0.5226",0.05,-0.2303,0.4528
573,"b03",1.1648,0.4731,500,2.46,0.0142,0.05,0.2352,2.0944
573,"b13",0.09037,0.362,500,0.25,0.803,0.05,-0.6209,0.8016
573,"b23",-0.0644,0.08448,500,-0.76,0.4462,0.05,-0.2304,0.1016
573,"b33",0.06698,0.1574,500,0.43,0.6706,0.05,-0.2422,0.3762
573,"b43",-0.4039,0.4089,500,-0.99,0.3237,0.05,-1.2074,0.3995
573,"b53",0.131,0.2741,500,0.48,0.633,0.05,-0.4076,0.6695
574,"b03",1.7223,0.4939,500,3.49,5e-04,0.05,0.7518,2.6928
574,"b13",-0.00115,0.2505,500,0,0.9963,0.05,-0.4932,0.4909
574,"b23",0.006463,0.1564,500,0.04,0.9671,0.05,-0.3008,0.3138
574,"b33",0.1756,0.1764,500,1,0.32,0.05,-0.171,0.5221
574,"b43",-0.5101,0.1915,500,-2.66,0.008,0.05,-0.8864,-0.1339
574,"b53",0.1182,0.1191,500,0.99,0.3212,0.05,-0.1157,0.3522
575,"b03",1.0108,0.5573,500,1.81,0.0703,0.05,-0.08422,2.1058
575,"b13",0.298,0.2797,500,1.07,0.2871,0.05,-0.2514,0.8475
575,"b23",0.2011,0.1623,500,1.24,0.2159,0.05,-0.1178,0.5199
575,"b33",0.07645,0.101,500,0.76,0.4496,0.05,-0.1221,0.275
575,"b43",-0.8348,0.4126,500,-2.02,0.0436,0.05,-1.6456,-0.02409
575,"b53",0.03914,0.1309,500,0.3,0.765,0.05,-0.2179,0.2962
576,"b03",-0.4278,0.7797,500,-0.55,0.5835,0.05,-1.9597,1.1041
576,"b13",0.5211,0.484,500,1.08,0.2822,0.05,-0.4298,1.472
576,"b23",0.01293,0.09478,500,0.14,0.8916,0.05,-0.1733,0.1991
576,"b33",-0.00159,0.09353,500,-0.02,0.9865,0.05,-0.1853,0.1822
576,"b43",-0.1961,0.3711,500,-0.53,0.5975,0.05,-0.9253,0.5331
576,"b53",-0.1145,0.1493,500,-0.77,0.4434,0.05,-0.4078,0.1788
577,"b03",1.92,0.4678,500,4.1,"<.0001",0.05,1.0009,2.8392
577,"b13",0.4267,0.3903,500,1.09,"0.2748",0.05,-0.3401,1.1935
577,"b23",-0.2121,0.2097,500,-1.01,"0.3123",0.05,-0.6242,0.2
577,"b33",-0.1196,0.2366,500,-0.51,"0.6135",0.05,-0.5843,0.3452
577,"b43",-0.6495,0.2845,500,-2.28,"0.0229",0.05,-1.2085,-0.09052
577,"b53",0.1166,0.1308,500,0.89,"0.3729",0.05,-0.1403,0.3736
578,"b03",1.9116,0.4927,500,3.88,1e-04,0.05,0.9437,2.8795
578,"b13",0.162,0.2856,500,0.57,0.5708,0.05,-0.3991,0.723
578,"b23",0.0962,0.1899,500,0.51,0.6128,0.05,-0.277,0.4694
578,"b33",0.2643,0.1404,500,1.88,0.0603,0.05,-0.01148,0.5401
578,"b43",-1.0796,0.2966,500,-3.64,3e-04,0.05,-1.6622,-0.4969
578,"b53",0.1151,0.1234,500,0.93,0.3515,0.05,-0.1274,0.3576
579,"b03",2.0242,0.4896,500,4.13,"<.0001",0.05,1.0622,2.9861
579,"b13",0.2502,0.2734,500,0.92,"0.3605",0.05,-0.2869,0.7873
579,"b23",0.02909,0.1526,500,0.19,"0.8489",0.05,-0.2707,0.3289
579,"b33",0.0568,0.135,500,0.42,"0.6741",0.05,-0.2084,0.322
579,"b43",-1.1057,0.4049,500,-2.73,"0.0065",0.05,-1.9013,-0.3102
579,"b53",0.09533,0.1366,500,0.7,"0.4855",0.05,-0.173,0.3636
580,"b03",2.1307,0.5804,500,3.67,3e-04,0.05,0.9904,3.2709
580,"b13",-0.2881,0.5021,500,-0.57,0.5664,0.05,-1.2746,0.6984
580,"b23",-0.191,0.2886,500,-0.66,0.5084,0.05,-0.7579,0.376
580,"b33",0.2585,0.2264,500,1.14,0.2542,0.05,-0.1864,0.7034
580,"b43",-0.7867,0.2631,500,-2.99,0.0029,0.05,-1.3036,-0.2697
580,"b53",0.1192,0.2029,500,0.59,0.5572,0.05,-0.2794,0.5178
581,"b03",1.7484,0.5073,500,3.45,6e-04,0.05,0.7517,2.7451
581,"b13",0.6239,0.4453,500,1.4,0.1618,0.05,-0.2511,1.4988
581,"b23",-0.122,0.1915,500,-0.64,0.5245,0.05,-0.4983,0.2544
581,"b33",-0.04246,0.1865,500,-0.23,0.82,0.05,-0.4088,0.3239
581,"b43",-1.3189,0.3835,500,-3.44,6e-04,0.05,-2.0723,-0.5654
581,"b53",0.2489,0.2213,500,1.12,0.2614,0.05,-0.186,0.6837
582,"b03",1.3678,0.5206,500,2.63,0.0089,0.05,0.345,2.3906
582,"b13",-0.157,0.4143,500,-0.38,0.7049,0.05,-0.971,0.6571
582,"b23",-0.0747,0.1317,500,-0.57,0.5707,0.05,-0.3334,0.184
582,"b33",0.06304,0.139,500,0.45,0.6504,0.05,-0.2101,0.3362
582,"b43",-0.1403,0.2862,500,-0.49,0.6242,0.05,-0.7025,0.422
582,"b53",0.2891,0.1996,500,1.45,0.1481,0.05,-0.103,0.6811
583,"b03",1.6033,0.6736,500,2.38,0.0177,0.05,0.28,2.9267
583,"b13",-0.2323,0.4714,500,-0.49,0.6224,0.05,-1.1584,0.6939
583,"b23",-0.1079,0.0883,500,-1.22,0.2224,0.05,-0.2813,0.06561
583,"b33",0.1007,0.1187,500,0.85,0.3968,0.05,-0.1326,0.334
583,"b43",-0.5745,0.2844,500,-2.02,0.0439,0.05,-1.1332,-0.01579
583,"b53",0.2324,0.2627,500,0.88,0.3767,0.05,-0.2837,0.7485
584,"b03",1.9078,0.6671,500,2.86,0.0044,0.05,0.5971,3.2185
584,"b13",-0.06307,0.6797,500,-0.09,0.9261,0.05,-1.3984,1.2723
584,"b23",-0.8161,0.3035,500,-2.69,0.0074,0.05,-1.4125,-0.2198
584,"b33",0.309,0.328,500,0.94,0.3467,0.05,-0.3355,0.9535
584,"b43",-0.3437,0.3984,500,-0.86,0.3888,0.05,-1.1264,0.4391
584,"b53",0.6099,0.3329,500,1.83,0.0675,0.05,-0.04412,1.2639
585,"b03",1.5342,0.4644,500,3.3,0.001,0.05,0.6218,2.4465
585,"b13",0.02827,0.1585,500,0.18,0.8585,0.05,-0.2832,0.3397
585,"b23",0.1111,0.1645,500,0.68,0.4998,0.05,-0.2121,0.4344
585,"b33",-0.02988,0.08279,500,-0.36,0.7183,0.05,-0.1925,0.1328
585,"b43",-0.8605,0.3374,500,-2.55,0.0111,0.05,-1.5234,-0.1975
585,"b53",-0.05776,0.161,500,-0.36,0.72,0.05,-0.3741,0.2586
586,"b03",1.6095,0.7176,500,2.24,0.0253,0.05,0.1997,3.0193
586,"b13",-0.5552,0.6004,500,-0.92,0.3556,0.05,-1.7349,0.6245
586,"b23",-0.0931,0.1715,500,-0.54,0.5874,0.05,-0.43,0.2438
586,"b33",0.2552,0.2011,500,1.27,0.205,0.05,-0.1399,0.6503
586,"b43",-0.3449,0.2217,500,-1.56,0.1204,0.05,-0.7804,0.09062
586,"b53",0.102,0.1739,500,0.59,0.5581,0.05,-0.2398,0.4437
587,"b03",1.4219,0.4399,500,3.23,0.0013,0.05,0.5576,2.2862
587,"b13",0.1252,0.1374,500,0.91,0.3627,0.05,-0.1448,0.3952
587,"b23",-0.02831,0.2386,500,-0.12,0.9056,0.05,-0.4971,0.4404
587,"b33",0.06402,0.1598,500,0.4,0.6888,0.05,-0.2499,0.3779
587,"b43",-0.4867,0.2077,500,-2.34,0.0195,0.05,-0.8947,-0.07861
587,"b53",0.1428,0.1093,500,1.31,0.192,0.05,-0.07196,0.3575
588,"b03",1.6207,0.5145,500,3.15,0.0017,0.05,0.6098,2.6316
588,"b13",0.03848,0.1671,500,0.23,0.818,0.05,-0.2899,0.3668
588,"b23",-0.0584,0.1166,500,-0.5,0.6168,0.05,-0.2876,0.1708
588,"b33",0.1123,0.1437,500,0.78,0.4348,0.05,-0.17,0.3946
588,"b43",-0.7056,0.3109,500,-2.27,0.0237,0.05,-1.3165,-0.09469
588,"b53",0.1465,0.1094,500,1.34,0.1813,0.05,-0.06851,0.3615
589,"b03",1.1399,0.5542,500,2.06,0.0402,0.05,0.05104,2.2288
589,"b13",0.4774,0.3879,500,1.23,0.219,0.05,-0.2847,1.2395
589,"b23",0.2495,0.2512,500,0.99,0.3211,0.05,-0.244,0.743
589,"b33",0.03873,0.1864,500,0.21,0.8355,0.05,-0.3276,0.405
589,"b43",-0.8698,0.3554,500,-2.45,0.0147,0.05,-1.5681,-0.1714
589,"b53",-0.1724,0.2043,500,-0.84,0.399,0.05,-0.5737,0.2289
590,"b03",2.1066,0.5474,500,3.85,1e-04,0.05,1.0311,3.1821
590,"b13",-0.1998,0.4138,500,-0.48,0.6293,0.05,-1.0128,0.6131
590,"b23",-0.2377,0.2258,500,-1.05,0.2931,0.05,-0.6813,0.206
590,"b33",0.345,0.2353,500,1.47,0.1432,0.05,-0.1173,0.8072
590,"b43",-1.367,0.4046,500,-3.38,8e-04,0.05,-2.1619,-0.5721
590,"b53",0.08101,0.1905,500,0.43,0.6709,0.05,-0.2933,0.4553
591,"b03",0.3629,0.6625,500,0.55,0.5841,0.05,-0.9388,1.6646
591,"b13",0.169,0.3441,500,0.49,0.6236,0.05,-0.5071,0.845
591,"b23",-0.04023,0.1573,500,-0.26,0.7982,0.05,-0.3492,0.2688
591,"b33",-0.0706,0.2058,500,-0.34,0.7317,0.05,-0.475,0.3338
591,"b43",-0.2497,0.3381,500,-0.74,0.4604,0.05,-0.914,0.4145
591,"b53",-0.1472,0.3015,500,-0.49,0.6255,0.05,-0.7396,0.4451
592,"b03",1.4545,0.526,500,2.77,0.0059,0.05,0.421,2.4879
592,"b13",0.3393,0.3867,500,0.88,0.3807,0.05,-0.4205,1.0991
592,"b23",0.1504,0.1559,500,0.96,0.3353,0.05,-0.1559,0.4567
592,"b33",0.0631,0.1225,500,0.52,0.6067,0.05,-0.1776,0.3038
592,"b43",-0.8391,0.3868,500,-2.17,0.0305,0.05,-1.5991,-0.07907
592,"b53",0.3452,0.2351,500,1.47,0.1426,0.05,-0.1167,0.8072
593,"b03",2.2157,0.4879,500,4.54,"<.0001",0.05,1.2572,3.1742
593,"b13",0.1616,0.3285,500,0.49,"0.6229",0.05,-0.4838,0.8071
593,"b23",-0.1032,0.1628,500,-0.63,"0.5265",0.05,-0.4229,0.2166
593,"b33",0.1223,0.1702,500,0.72,"0.4728",0.05,-0.2121,0.4567
593,"b43",-1.1085,0.4032,500,-2.75,"0.0062",0.05,-1.9007,-0.3163
593,"b53",0.1881,0.1693,500,1.11,"0.2672",0.05,-0.1446,0.5207
594,"b03",3.1438,0.5635,500,5.58,"<.0001",0.05,2.0367,4.251
594,"b13",0.2833,0.3688,500,0.77,"0.4428",0.05,-0.4414,1.008
594,"b23",-0.1442,0.2165,500,-0.67,"0.5055",0.05,-0.5695,0.2811
594,"b33",0.2038,0.136,500,1.5,"0.1347",0.05,-0.06342,0.4709
594,"b43",-1.2551,0.2707,500,-4.64,"<.0001",0.05,-1.7871,-0.7232
594,"b53",0.4929,0.3935,500,1.25,"0.2109",0.05,-0.2802,1.2659
595,"b03",2.1469,0.6221,500,3.45,6e-04,0.05,0.9246,3.3693
595,"b13",-0.2083,0.4869,500,-0.43,0.669,0.05,-1.1648,0.7483
595,"b23",-0.2067,0.1612,500,-1.28,0.2004,0.05,-0.5234,0.1101
595,"b33",0.1063,0.1151,500,0.92,0.3564,0.05,-0.1199,0.3324
595,"b43",-0.6244,0.294,500,-2.12,0.0341,0.05,-1.202,-0.0469
595,"b53",0.3571,0.2004,500,1.78,0.0753,0.05,-0.03655,0.7507
596,"b03",1.7147,0.5181,500,3.31,0.001,0.05,0.6968,2.7326
596,"b13",0.5655,0.53,500,1.07,0.2865,0.05,-0.4758,1.6067
596,"b23",0.2055,0.2357,500,0.87,0.3837,0.05,-0.2576,0.6687
596,"b33",0.336,0.3253,500,1.03,0.3022,0.05,-0.3032,0.9751
596,"b43",-0.8952,0.3257,500,-2.75,0.0062,0.05,-1.5351,-0.2553
596,"b53",-0.2081,0.2615,500,-0.8,0.4264,0.05,-0.7218,0.3056
597,"b03",1.9561,0.7115,500,2.75,0.0062,0.05,0.5582,3.3541
597,"b13",-0.7574,0.6901,500,-1.1,0.273,0.05,-2.1134,0.5985
597,"b23",-0.5898,0.2594,500,-2.27,0.0234,0.05,-1.0994,-0.08021
597,"b33",-0.0911,0.2945,500,-0.31,0.7572,0.05,-0.6697,0.4875
597,"b43",-0.6017,0.3931,500,-1.53,0.1264,0.05,-1.3739,0.1705
597,"b53",0.1268,0.2867,500,0.44,0.6585,0.05,-0.4365,0.6901
598,"b03",2.2735,0.4748,500,4.79,"<.0001",0.05,1.3407,3.2063
598,"b13",0.2787,0.2577,500,1.08,"0.2801",0.05,-0.2277,0.7851
598,"b23",0.03865,0.1922,500,0.2,"0.8407",0.05,-0.339,0.4163
598,"b33",0.1771,0.1761,500,1.01,"0.3151",0.05,-0.1689,0.523
598,"b43",-0.777,0.2138,500,-3.63,"0.0003",0.05,-1.1971,-0.3568
598,"b53",0.07721,0.2837,500,0.27,"0.7856",0.05,-0.4801,0.6346
599,"b03",1.7147,0.5181,500,3.31,0.001,0.05,0.6968,2.7326
599,"b13",0.5655,0.53,500,1.07,0.2865,0.05,-0.4758,1.6067
599,"b23",0.2055,0.2357,500,0.87,0.3837,0.05,-0.2576,0.6687
599,"b33",0.336,0.3253,500,1.03,0.3022,0.05,-0.3032,0.9751
599,"b43",-0.8952,0.3257,500,-2.75,0.0062,0.05,-1.5351,-0.2553
599,"b53",-0.2081,0.2615,500,-0.8,0.4264,0.05,-0.7218,0.3056
600,"b03",1.4108,0.4291,500,3.29,0.0011,0.05,0.5678,2.2539
600,"b13",0.3838,0.306,500,1.25,0.2103,0.05,-0.2174,0.985
600,"b23",0.3138,0.289,500,1.09,0.278,0.05,-0.2539,0.8816
600,"b33",0.06087,0.09732,500,0.63,0.532,0.05,-0.1303,0.2521
600,"b43",-0.6587,0.2925,500,-2.25,0.0248,0.05,-1.2333,-0.08397
600,"b53",0.07624,0.09656,500,0.79,0.4302,0.05,-0.1135,0.2659
601,"b03",3.022,0.7327,500,4.12,"<.0001",0.05,1.5824,4.4616
601,"b13",-0.5805,0.7152,500,-0.81,"0.4174",0.05,-1.9857,0.8247
601,"b23",-0.2467,0.2438,500,-1.01,"0.3121",0.05,-0.7256,0.2323
601,"b33",0.4469,0.2242,500,1.99,"0.0468",0.05,0.006343,0.8875
601,"b43",-0.7763,0.2696,500,-2.88,"0.0042",0.05,-1.306,-0.2466
601,"b53",0.5733,0.2504,500,2.29,"0.0225",0.05,0.08133,1.0652
602,"b03",2.7358,0.6615,500,4.14,"<.0001",0.05,1.4361,4.0356
602,"b13",-0.6626,0.668,500,-0.99,"0.3218",0.05,-1.9751,0.6499
602,"b23",-0.1182,0.1623,500,-0.73,"0.4668",0.05,-0.437,0.2006
602,"b33",0.1478,0.1333,500,1.11,"0.2681",0.05,-0.1141,0.4096
602,"b43",-0.601,0.2193,500,-2.74,"0.0064",0.05,-1.0319,-0.1701
602,"b53",0.5127,0.1916,500,2.68,"0.0077",0.05,0.1362,0.8892
603,"b03",0.1906,0.7415,500,0.26,0.7973,0.05,-1.2662,1.6473
603,"b13",0.1612,0.4408,500,0.37,0.7147,0.05,-0.7049,1.0274
603,"b23",0.4908,0.2746,500,1.79,0.0745,0.05,-0.0487,1.0303
603,"b33",-0.3837,0.2587,500,-1.48,0.1386,0.05,-0.8919,0.1245
603,"b43",-0.3269,0.3715,500,-0.88,0.3793,0.05,-1.0567,0.403
603,"b53",-0.1968,0.2718,500,-0.72,0.4694,0.05,-0.7307,0.3371
604,"b03",1.6396,0.4592,500,3.57,4e-04,0.05,0.7375,2.5418
604,"b13",0.06898,0.253,500,0.27,0.7852,0.05,-0.428,0.566
604,"b23",-0.02167,0.1103,500,-0.2,0.8444,0.05,-0.2384,0.195
604,"b33",0.09506,0.1279,500,0.74,0.4578,0.05,-0.1563,0.3464
604,"b43",-0.7115,0.2704,500,-2.63,0.0088,0.05,-1.2427,-0.1802
604,"b53",0.2282,0.1341,500,1.7,0.0894,0.05,-0.03529,0.4918
605,"b03",1.902,0.6431,500,2.96,0.0032,0.05,0.6384,3.1656
605,"b13",-0.4961,0.5182,500,-0.96,0.3389,0.05,-1.5142,0.5221
605,"b23",-0.4981,0.2394,500,-2.08,0.038,0.05,-0.9685,-0.02775
605,"b33",-0.2095,0.2043,500,-1.03,0.3057,0.05,-0.6108,0.1919
605,"b43",-0.7411,0.3698,500,-2,0.0456,0.05,-1.4677,-0.01447
605,"b53",0.515,0.2711,500,1.9,0.058,0.05,-0.01761,1.0476
606,"b03",1.4168,0.6027,500,2.35,0.0191,0.05,0.2326,2.6009
606,"b13",0.2187,0.6259,500,0.35,0.727,0.05,-1.011,1.4483
606,"b23",-0.769,0.312,500,-2.46,0.0141,0.05,-1.3821,-0.156
606,"b33",0.1416,0.3324,500,0.43,0.6703,0.05,-0.5115,0.7947
606,"b43",-0.921,0.4427,500,-2.08,0.038,0.05,-1.7908,-0.05119
606,"b53",0.1983,0.2898,500,0.68,0.4942,0.05,-0.3711,0.7676
607,"b03",0.7201,0.6229,500,1.16,0.2482,0.05,-0.5037,1.944
607,"b13",0.01598,0.1066,500,0.15,0.8809,0.05,-0.1935,0.2255
607,"b23",-0.04933,0.06466,500,-0.76,0.4459,0.05,-0.1764,0.07772
607,"b33",-0.08395,0.1971,500,-0.43,0.6704,0.05,-0.4712,0.3033
607,"b43",-0.3832,0.3144,500,-1.22,0.2235,0.05,-1.001,0.2346
607,"b53",-0.04295,0.105,500,-0.41,0.6828,0.05,-0.2493,0.1634
608,"b03",1.4108,0.4291,500,3.29,0.0011,0.05,0.5678,2.2539
