"loop","Parameter","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper","Gradient"
770,"b11",-0.02307,0.3319,500,-0.07,"0.9446",0.05,-0.6751,0.629,0.000565
770,"b12",-0.2568,0.312,500,-0.82,"0.4107",0.05,-0.8697,0.3561,-0.001
770,"b21",0.2221,0.153,500,1.45,"0.1472",0.05,-0.07849,0.5226,-0.0012
770,"b22",0.08833,0.1518,500,0.58,"0.5609",0.05,-0.2099,0.3865,0.001172
770,"b31",-0.09666,0.1483,500,-0.65,"0.5149",0.05,-0.3881,0.1947,-0.00135
770,"b32",-0.1366,0.1453,500,-0.94,"0.3478",0.05,-0.422,0.1489,0.00164
770,"b41",1.1079,0.1859,500,5.96,"<.0001",0.05,0.7426,1.4732,0.000293
770,"b42",1.2054,0.1727,500,6.98,"<.0001",0.05,0.8662,1.5447,0.001083
770,"b51",-0.6815,0.1729,500,-3.94,"<.0001",0.05,-1.0211,-0.3418,-0.00029
770,"b52",-0.1975,0.1546,500,-1.28,"0.2019",0.05,-0.5012,0.1062,0.00034
770,"phi1",-1.0399,0.672,500,-1.55,"0.1224",0.05,-2.3602,0.2804,-0.00166
770,"phi2",0.5004,0.4133,500,1.21,"0.2266",0.05,-0.3116,1.3125,-0.00157
771,"b01",-2.9967,0.4067,500,-7.37,"<.0001",0.05,-3.7958,-2.1975,-0.00018
771,"b02",-1.5278,0.2404,500,-6.36,"<.0001",0.05,-2,-1.0555,8.5e-05
771,"b11",1.0965,0.4088,500,2.68,"0.0076",0.05,0.2933,1.8998,-9e-05
771,"b12",-0.2754,0.2598,500,-1.06,"0.2897",0.05,-0.7858,0.2351,5.1e-05
771,"b21",0.09523,0.1535,500,0.62,"0.5352",0.05,-0.2063,0.3968,0.000249
771,"b22",-0.2414,0.1179,500,-2.05,"0.0412",0.05,-0.473,-0.00973,-8e-05
771,"b31",-0.1117,0.1625,500,-0.69,"0.4921",0.05,-0.431,0.2076,-8e-05
771,"b32",-0.2969,0.1314,500,-2.26,"0.0243",0.05,-0.555,-0.03875,-0.00019
771,"b41",1.1172,0.1778,500,6.28,"<.0001",0.05,0.7678,1.4665,7.4e-05
771,"b42",0.7145,0.1403,500,5.09,"<.0001",0.05,0.4389,0.9901,0.000278
771,"b51",-0.6596,0.1652,500,-3.99,"<.0001",0.05,-0.9842,-0.3349,6.5e-05
771,"b52",-0.237,0.1314,500,-1.8,"0.0718",0.05,-0.495,0.02111,-0.00025
771,"phi1",0.1381,0.1993,500,0.69,"0.4887",0.05,-0.2535,0.5297,-0.00023
771,"phi2",-1.6838,0.5628,500,-2.99,"0.0029",0.05,-2.7896,-0.5781,-9e-05
772,"b01",-2.0968,0.3071,500,-6.83,"<.0001",0.05,-2.7001,-1.4934,-0.00038
772,"b02",-1.5392,0.2392,500,-6.43,"<.0001",0.05,-2.0092,-1.0692,0.000129
772,"b11",-0.1287,0.3459,500,-0.37,"0.7100",0.05,-0.8083,0.5509,-0.00016
772,"b12",-0.2525,0.2739,500,-0.92,"0.3571",0.05,-0.7906,0.2857,0.000494
772,"b21",0.1659,0.1784,500,0.93,"0.3530",0.05,-0.1847,0.5164,-6e-04
772,"b22",0.06279,0.1386,500,0.45,"0.6506",0.05,-0.2094,0.335,0.000397
772,"b31",0.01909,0.1764,500,0.11,"0.9139",0.05,-0.3276,0.3658,-0.00046
772,"b32",-0.2176,0.1417,500,-1.54,"0.1251",0.05,-0.496,0.06072,-0.00035
772,"b41",0.9875,0.1769,500,5.58,"<.0001",0.05,0.64,1.3349,0.000246
772,"b42",1.0904,0.1587,500,6.87,"<.0001",0.05,0.7786,1.4022,-7e-05
772,"b51",-0.3569,0.1612,500,-2.21,"0.0273",0.05,-0.6736,-0.04014,-0.00018
772,"b52",-0.2207,0.1254,500,-1.76,"0.0789",0.05,-0.4671,0.02561,0.000425
772,"phi1",0.1432,0.2861,500,0.5,"0.6170",0.05,-0.419,0.7054,0.000264
772,"phi2",-1.0658,0.6695,500,-1.59,"0.1120",0.05,-2.3811,0.2496,0.000132
773,"b01",-2.4568,0.3446,500,-7.13,"<.0001",0.05,-3.1338,-1.7798,1.692e-06
773,"b02",-1.7691,0.2722,500,-6.5,"<.0001",0.05,-2.3038,-1.2343,-1e-05
773,"b11",0.1137,0.3593,500,0.32,"0.7518",0.05,-0.5922,0.8196,1.557e-06
773,"b12",-0.2518,0.2869,500,-0.88,"0.3806",0.05,-0.8155,0.3119,-4.06e-06
773,"b21",0.09249,0.1678,500,0.55,"0.5818",0.05,-0.2372,0.4222,-7e-05
773,"b22",-0.00501,0.1359,500,-0.04,"0.9706",0.05,-0.272,0.262,-5.01e-06
773,"b31",-0.1329,0.162,500,-0.82,"0.4122",0.05,-0.4511,0.1853,1.5e-05
773,"b32",-0.2989,0.1442,500,-2.07,"0.0387",0.05,-0.5822,-0.01563,6.791e-06
773,"b41",0.9989,0.1861,500,5.37,"<.0001",0.05,0.6333,1.3646,4.7e-05
773,"b42",1.4182,0.1832,500,7.74,"<.0001",0.05,1.0583,1.7781,1.3e-05
773,"b51",-0.5714,0.155,500,-3.69,"0.0003",0.05,-0.876,-0.2669,5.8e-05
773,"b52",-0.06259,0.1202,500,-0.52,"0.6029",0.05,-0.2988,0.1736,2.7e-05
773,"phi1",-0.1971,0.3249,500,-0.61,"0.5443",0.05,-0.8355,0.4412,-2e-05
773,"phi2",-0.4934,0.4548,500,-1.08,"0.2785",0.05,-1.3869,0.4002,-4e-05
774,"b01",-2.857,0.3926,500,-7.28,"<.0001",0.05,-3.6285,-2.0856,-6.68e-07
774,"b02",-1.7947,0.2739,500,-6.55,"<.0001",0.05,-2.3328,-1.2566,-1e-05
774,"b11",0.8163,0.3898,500,2.09,"0.0368",0.05,0.05039,1.5822,-0.00016
774,"b12",0.0517,0.2946,500,0.18,"0.8608",0.05,-0.5271,0.6305,0.000148
774,"b21",-0.02671,0.1345,500,-0.2,"0.8427",0.05,-0.2909,0.2375,-8e-05
774,"b22",0.04337,0.1332,500,0.33,"0.7448",0.05,-0.2183,0.305,0.000183
774,"b31",-0.07117,0.152,500,-0.47,"0.6398",0.05,-0.3698,0.2274,0.001025
774,"b32",0.000278,0.1404,500,0,"0.9984",0.05,-0.2756,0.2762,0.000272
774,"b41",0.9389,0.1795,500,5.23,"<.0001",0.05,0.5863,1.2915,-0.00046
774,"b42",1.2659,0.1723,500,7.35,"<.0001",0.05,0.9275,1.6044,-0.00017
774,"b51",-0.234,0.1361,500,-1.72,"0.0863",0.05,-0.5015,0.0335,-0.00035
774,"b52",-0.1929,0.1291,500,-1.49,"0.1357",0.05,-0.4466,0.06072,0.000109
774,"phi1",-1.5502,0.9543,500,-1.62,"0.1049",0.05,-3.4251,0.3247,-2e-05
774,"phi2",0.7312,0.4175,500,1.75,"0.0805",0.05,-0.08911,1.5515,-0.00045
775,"b01",-2.3549,0.3355,500,-7.02,"<.0001",0.05,-3.0141,-1.6957,-6e-05
775,"b02",-1.3081,0.2383,500,-5.49,"<.0001",0.05,-1.7763,-0.84,0.000827
775,"b11",0.1772,0.371,500,0.48,"0.6331",0.05,-0.5518,0.9062,-0.00016
775,"b12",-0.4292,0.2721,500,-1.58,"0.1154",0.05,-0.9638,0.1055,0.000532
775,"b21",0.3777,0.1657,500,2.28,"0.0231",0.05,0.05212,0.7033,9.8e-05
775,"b22",-0.1125,0.1448,500,-0.78,"0.4378",0.05,-0.397,0.1721,0.000189
775,"b31",-0.1362,0.1785,500,-0.76,"0.4459",0.05,-0.4869,0.2145,-0.00066
775,"b32",-0.4133,0.1469,500,-2.81,"0.0051",0.05,-0.702,-0.1246,-1e-04
775,"b41",0.9283,0.1835,500,5.06,"<.0001",0.05,0.5678,1.2889,-0.00022
775,"b42",1.0171,0.1552,500,6.55,"<.0001",0.05,0.7121,1.322,0.000589
775,"b51",-0.3523,0.1679,500,-2.1,"0.0363",0.05,-0.6821,-0.0225,0.000194
775,"b52",0.09762,0.1284,500,0.76,"0.4474",0.05,-0.1546,0.3499,-0.00094
775,"phi1",-0.08334,0.2723,500,-0.31,"0.7597",0.05,-0.6183,0.4516,0.000376
775,"phi2",-1.0227,0.5946,500,-1.72,"0.0860",0.05,-2.1909,0.1455,0.000215
776,"b01",-2.8573,0.3873,500,-7.38,"<.0001",0.05,-3.6183,-2.0964,-6.54e-07
776,"b02",-1.7009,0.2563,500,-6.64,"<.0001",0.05,-2.2045,-1.1973,-0.00011
776,"b11",0.5355,0.3766,500,1.42,"0.1557",0.05,-0.2044,1.2753,4.2e-05
776,"b12",-0.04099,0.2955,500,-0.14,"0.8897",0.05,-0.6215,0.5395,6.6e-05
776,"b21",0.3283,0.1585,500,2.07,"0.0388",0.05,0.01693,0.6397,4.8e-05
776,"b22",-0.07359,0.1463,500,-0.5,"0.6152",0.05,-0.361,0.2139,0.000105
776,"b31",-0.1999,0.1493,500,-1.34,"0.1813",0.05,-0.4933,0.09349,-2e-05
776,"b32",-0.2553,0.1388,500,-1.84,"0.0665",0.05,-0.528,0.01747,9.5e-05
776,"b41",1.1348,0.2102,500,5.4,"<.0001",0.05,0.7217,1.5478,0.000105
776,"b42",0.7781,0.1638,500,4.75,"<.0001",0.05,0.4562,1.0999,-2e-04
776,"b51",-0.4111,0.1608,500,-2.56,"0.0109",0.05,-0.727,-0.0951,8.6e-05
776,"b52",-0.2325,0.1377,500,-1.69,"0.0920",0.05,-0.5031,0.03805,-0.00014
776,"phi1",-1.1899,0.5975,500,-1.99,"0.0470",0.05,-2.3638,-0.01598,-0.00014
776,"phi2",0.3075,0.4141,500,0.74,"0.4581",0.05,-0.5061,1.1211,-2e-04
777,"b01",-2.0618,0.2864,500,-7.2,"<.0001",0.05,-2.6246,-1.499,-2e-05
777,"b02",-1.2056,0.2055,500,-5.87,"<.0001",0.05,-1.6094,-0.8018,9.715e-07
777,"b11",-0.1281,0.3383,500,-0.38,"0.7051",0.05,-0.7928,0.5366,4.3e-05
777,"b12",-0.4705,0.2614,500,-1.8,"0.0725",0.05,-0.984,0.04306,3.2e-05
777,"b21",-0.03597,0.162,500,-0.22,"0.8244",0.05,-0.3542,0.2823,-0.00029
777,"b22",-0.1425,0.1282,500,-1.11,"0.2669",0.05,-0.3945,0.1094,0.000844
777,"b31",-0.362,0.1602,500,-2.26,"0.0242",0.05,-0.6767,-0.04737,-5e-05
777,"b32",-0.25,0.126,500,-1.98,"0.0477",0.05,-0.4976,-0.00251,0.000612
777,"b41",0.9919,0.1879,500,5.28,"<.0001",0.05,0.6227,1.3612,-0.00017
777,"b42",0.7513,0.1555,500,4.83,"<.0001",0.05,0.4458,1.0569,0.000195
777,"b51",-0.3733,0.1751,500,-2.13,"0.0335",0.05,-0.7174,-0.02922,-0.00027
777,"b52",-0.2188,0.1382,500,-1.58,"0.1139",0.05,-0.4903,0.05264,0.000364
777,"phi1",0.05533,0.4348,500,0.13,"0.8988",0.05,-0.7989,0.9096,7.5e-05
777,"phi2",-0.8125,0.8391,500,-0.97,"0.3333",0.05,-2.4611,0.836,1.9e-05
778,"b01",-2.5288,0.3483,500,-7.26,"<.0001",0.05,-3.213,-1.8446,6.3e-05
778,"b02",-1.5272,0.2601,500,-5.87,"<.0001",0.05,-2.0382,-1.0161,-6e-05
778,"b11",-0.1563,0.3607,500,-0.43,"0.6650",0.05,-0.8649,0.5524,4.7e-05
778,"b12",-0.4836,0.313,500,-1.55,"0.1229",0.05,-1.0986,0.1313,-6e-05
778,"b21",0.02641,0.1795,500,0.15,"0.8831",0.05,-0.3263,0.3792,-6e-05
778,"b22",0.1679,0.1501,500,1.12,"0.2638",0.05,-0.127,0.4629,3.911e-06
778,"b31",-0.1783,0.1932,500,-0.92,"0.3565",0.05,-0.5579,0.2013,-0.00017
778,"b32",-0.1733,0.1502,500,-1.15,"0.2491",0.05,-0.4684,0.1218,-1e-04
778,"b41",1.3176,0.2079,500,6.34,"<.0001",0.05,0.9091,1.7261,-0.00018
778,"b42",1.1896,0.1746,500,6.81,"<.0001",0.05,0.8464,1.5327,-2e-05
778,"b51",-0.7261,0.1996,500,-3.64,"0.0003",0.05,-1.1182,-0.3339,-3e-05
778,"b52",0.003417,0.1437,500,0.02,"0.9810",0.05,-0.2789,0.2857,-0.00016
778,"phi1",-0.6575,0.6585,500,-1,"0.3185",0.05,-1.9512,0.6363,0.000112
778,"phi2",-0.2266,0.7184,500,-0.32,"0.7525",0.05,-1.6381,1.1848,8.8e-05
779,"b01",-1.567,0.2347,500,-6.68,"<.0001",0.05,-2.0281,-1.1059,0.000671
779,"b02",-1.4909,0.2517,500,-5.92,"<.0001",0.05,-1.9855,-0.9963,-0.00052
779,"b11",-0.6678,0.2653,500,-2.52,"0.0122",0.05,-1.1891,-0.1465,0.000458
779,"b12",-0.1868,0.2774,500,-0.67,"0.5010",0.05,-0.7318,0.3582,-0.00038
779,"b21",0.4136,0.1488,500,2.78,"0.0056",0.05,0.1213,0.706,0.00079
779,"b22",0.04753,0.1349,500,0.35,"0.7247",0.05,-0.2175,0.3125,-0.00011
779,"b31",-0.228,0.1368,500,-1.67,"0.0963",0.05,-0.4969,0.04083,0.001132
779,"b32",-0.02256,0.1395,500,-0.16,"0.8716",0.05,-0.2966,0.2515,-0.00035
779,"b41",1.0612,0.1584,500,6.7,"<.0001",0.05,0.7499,1.3724,-0.00069
779,"b42",1.3694,0.1708,500,8.02,"<.0001",0.05,1.0338,1.7051,0.001156
779,"b51",-0.2476,0.1279,500,-1.94,"0.0534",0.05,-0.4989,0.003672,0.000497
779,"b52",-0.2354,0.1356,500,-1.74,"0.0831",0.05,-0.5017,0.03098,-0.00047
779,"phi1",-1.5338,0.6655,500,-2.3,"0.0216",0.05,-2.8412,-0.2263,-0.00011
779,"phi2",0.3917,0.3154,500,1.24,"0.2148",0.05,-0.2279,1.0112,-0.00042
780,"b01",-2.4683,0.3256,500,-7.58,"<.0001",0.05,-3.108,-1.8286,-0.00011
780,"b02",-1.4087,0.2274,500,-6.19,"<.0001",0.05,-1.8555,-0.9619,-1e-04
780,"b11",0.3485,0.3401,500,1.02,"0.3060",0.05,-0.3197,1.0167,-4e-05
780,"b12",-0.2103,0.2541,500,-0.83,"0.4082",0.05,-0.7096,0.2889,-5e-05
780,"b21",0.2642,0.1592,500,1.66,"0.0977",0.05,-0.0486,0.5769,-2e-05
780,"b22",-0.1573,0.128,500,-1.23,"0.2197",0.05,-0.4089,0.0942,-0.00014
780,"b31",-0.2868,0.1532,500,-1.87,"0.0618",0.05,-0.5878,0.01421,-8e-05
780,"b32",-0.2156,0.1182,500,-1.82,"0.0688",0.05,-0.4478,0.01667,1.6e-05
780,"b41",1.2914,0.1755,500,7.36,"<.0001",0.05,0.9467,1.6361,1.8e-05
780,"b42",1.2312,0.1547,500,7.96,"<.0001",0.05,0.9273,1.5351,-8e-05
780,"b51",-0.3439,0.1649,500,-2.09,"0.0375",0.05,-0.6679,-0.01998,0.000127
780,"b52",-0.151,0.1286,500,-1.17,"0.2409",0.05,-0.4038,0.1017,0.000201
780,"phi1",0.009471,0.2294,500,0.04,"0.9671",0.05,-0.4412,0.4602,2.407e-06
780,"phi2",-1.1336,0.4842,500,-2.34,"0.0196",0.05,-2.0849,-0.1824,2e-05
781,"b01",-2.3054,0.3282,500,-7.03,"<.0001",0.05,-2.9501,-1.6607,-2e-05
781,"b02",-1.6863,0.2578,500,-6.54,"<.0001",0.05,-2.1928,-1.1799,0.000358
781,"b11",-0.1144,0.3558,500,-0.32,"0.7479",0.05,-0.8134,0.5846,0.000242
781,"b12",0.03372,0.2844,500,0.12,"0.9057",0.05,-0.525,0.5925,0.000478
781,"b21",0.04499,0.166,500,0.27,"0.7864",0.05,-0.2811,0.371,-0.00097
781,"b22",-0.1351,0.129,500,-1.05,"0.2953",0.05,-0.3885,0.1183,0.00091
781,"b31",0.06604,0.1714,500,0.39,"0.7001",0.05,-0.2706,0.4027,-0.00043
781,"b32",-0.03852,0.1287,500,-0.3,"0.7649",0.05,-0.2914,0.2144,0.000846
781,"b41",1.1206,0.1774,500,6.32,"<.0001",0.05,0.7721,1.4691,0.00018
781,"b42",1.1832,0.1547,500,7.65,"<.0001",0.05,0.8793,1.4871,0.000544
781,"b51",-0.3796,0.1715,500,-2.21,"0.0273",0.05,-0.7165,-0.04269,0.000227
781,"b52",-0.2614,0.1324,500,-1.97,"0.0489",0.05,-0.5216,-0.00123,-5e-04
781,"phi1",0.1309,0.2653,500,0.49,"0.6218",0.05,-0.3903,0.6522,0.000513
781,"phi2",-0.9626,0.6272,500,-1.53,"0.1255",0.05,-2.1949,0.2697,-4e-05
782,"b01",-2.0312,0.3038,500,-6.69,"<.0001",0.05,-2.6281,-1.4343,-3e-05
782,"b02",-1.6705,0.2651,500,-6.3,"<.0001",0.05,-2.1914,-1.1497,-2e-05
782,"b11",-0.1208,0.3027,500,-0.4,"0.6900",0.05,-0.7154,0.4739,-0.00012
782,"b12",-0.0022,0.2982,500,-0.01,"0.9941",0.05,-0.5881,0.5837,-8e-05
782,"b21",0.1416,0.146,500,0.97,"0.3326",0.05,-0.1453,0.4285,-9e-05
782,"b22",-0.1133,0.1416,500,-0.8,"0.4240",0.05,-0.3915,0.1649,6.6e-05
782,"b31",-0.2683,0.1468,500,-1.83,"0.0682",0.05,-0.5567,0.02014,4.9e-05
782,"b32",-0.3543,0.1408,500,-2.52,"0.0121",0.05,-0.6308,-0.07773,-9.76e-06
782,"b41",1.2271,0.1873,500,6.55,"<.0001",0.05,0.8591,1.595,-6.57e-06
782,"b42",0.8363,0.1545,500,5.41,"<.0001",0.05,0.5327,1.1398,-0.00016
782,"b51",-0.3128,0.1372,500,-2.28,"0.0231",0.05,-0.5824,-0.04317,0.000149
782,"b52",-0.4075,0.1316,500,-3.1,"0.0021",0.05,-0.6661,-0.1488,-5e-05
782,"phi1",-1.2494,0.5925,500,-2.11,"0.0355",0.05,-2.4134,-0.08526,-2e-05
782,"phi2",0.5385,0.3093,500,1.74,"0.0823",0.05,-0.06917,1.1462,-5e-05
783,"b01",-2.4007,0.3241,500,-7.41,"<.0001",0.05,-3.0375,-1.7638,0.001076
783,"b02",-1.3972,0.2527,500,-5.53,"<.0001",0.05,-1.8937,-0.9006,-0.00172
783,"b11",0.2064,0.3356,500,0.62,"0.5388",0.05,-0.453,0.8659,-0.00018
783,"b12",-0.276,0.3,500,-0.92,"0.3580",0.05,-0.8654,0.3134,0.001262
783,"b21",0.1511,0.1416,500,1.07,"0.2862",0.05,-0.127,0.4293,0.001335
783,"b22",-0.00226,0.1294,500,-0.02,"0.9861",0.05,-0.2565,0.252,-0.00153
783,"b31",-0.4151,0.1439,500,-2.89,"0.0041",0.05,-0.6977,-0.1324,0.000426
783,"b32",-0.1385,0.126,500,-1.1,"0.2721",0.05,-0.3859,0.109,-0.00026
783,"b41",1.0384,0.1795,500,5.78,"<.0001",0.05,0.6857,1.3911,1.7e-05
783,"b42",1.0407,0.1584,500,6.57,"<.0001",0.05,0.7296,1.3519,-0.00044
783,"b51",-0.5261,0.1578,500,-3.33,"0.0009",0.05,-0.8361,-0.2161,-8e-04
783,"b52",-0.2808,0.1332,500,-2.11,"0.0355",0.05,-0.5424,-0.0192,-4e-05
783,"phi1",-1.041,0.481,500,-2.16,"0.0309",0.05,-1.986,-0.09596,-0.00075
783,"phi2",0.123,0.3915,500,0.31,"0.7536",0.05,-0.6463,0.8923,-1e-04
784,"b01",-2.1497,0.3086,500,-6.96,"<.0001",0.05,-2.7561,-1.5433,-7.39e-06
784,"b02",-1.1249,0.2317,500,-4.86,"<.0001",0.05,-1.5801,-0.6698,-0.00042
784,"b11",0.02482,0.3349,500,0.07,"0.9410",0.05,-0.6331,0.6828,5.9e-05
784,"b12",-0.8236,0.2803,500,-2.94,"0.0035",0.05,-1.3743,-0.2729,-0.00028
784,"b21",0.3206,0.1607,500,2,"0.0466",0.05,0.004902,0.6362,-0.00034
784,"b22",-0.00039,0.1362,500,0,"0.9977",0.05,-0.268,0.2672,4e-05
784,"b31",-0.172,0.1617,500,-1.06,"0.2881",0.05,-0.4897,0.1457,-1.54e-06
784,"b32",-0.03811,0.1424,500,-0.27,"0.7892",0.05,-0.318,0.2418,-6e-05
784,"b41",1.0185,0.1714,500,5.94,"<.0001",0.05,0.6817,1.3553,2.9e-05
784,"b42",1.3022,0.1754,500,7.42,"<.0001",0.05,0.9575,1.6468,-0.00032
784,"b51",-0.3228,0.1478,500,-2.18,"0.0295",0.05,-0.6132,-0.03234,-0.00021
784,"b52",-0.2947,0.1316,500,-2.24,"0.0256",0.05,-0.5533,-0.03613,-0.00114
784,"phi1",-0.6355,0.451,500,-1.41,"0.1594",0.05,-1.5216,0.2506,0.000103
784,"phi2",-0.1787,0.4488,500,-0.4,"0.6908",0.05,-1.0605,0.7032,8.4e-05
785,"b01",-1.8529,0.2605,500,-7.11,"<.0001",0.05,-2.3647,-1.341,0.000503
785,"b02",-1.9455,0.2918,500,-6.67,"<.0001",0.05,-2.5188,-1.3722,-0.00041
785,"b11",-0.7361,0.263,500,-2.8,"0.0053",0.05,-1.2528,-0.2194,2.6e-05
785,"b12",-0.1506,0.3098,500,-0.49,"0.6272",0.05,-0.7593,0.4582,-0.00026
785,"b21",0.3471,0.1191,500,2.91,"0.0037",0.05,0.1131,0.5812,0.00127
785,"b22",0.05541,0.1315,500,0.42,"0.6735",0.05,-0.2029,0.3137,-0.00088
785,"b31",-0.2538,0.1142,500,-2.22,"0.0266",0.05,-0.4781,-0.02951,0.00074
785,"b32",-0.2421,0.1361,500,-1.78,"0.0759",0.05,-0.5094,0.02528,-0.00015
785,"b41",1.2232,0.1764,500,6.93,"<.0001",0.05,0.8766,1.5698,-0.00045
785,"b42",1.4044,0.1717,500,8.18,"<.0001",0.05,1.0671,1.7417,-0.00022
785,"b51",-0.3916,0.1287,500,-3.04,"0.0025",0.05,-0.6443,-0.1388,0.000348
785,"b52",-0.344,0.1439,500,-2.39,"0.0172",0.05,-0.6267,-0.06127,3.2e-05
785,"phi1",-2.0646,0.4878,500,-4.23,"<.0001",0.05,-3.0229,-1.1062,0.000158
785,"phi2",0.5898,0.2101,500,2.81,"0.0052",0.05,0.1771,1.0025,0.000223
786,"b01",-2.4493,0.3369,500,-7.27,"<.0001",0.05,-3.1112,-1.7875,-3e-05
786,"b02",-1.3736,0.2232,500,-6.16,"<.0001",0.05,-1.812,-0.9351,0.000322
786,"b11",0.2201,0.3682,500,0.6,"0.5503",0.05,-0.5033,0.9434,1.6e-05
786,"b12",-0.3417,0.2552,500,-1.34,"0.1812",0.05,-0.8432,0.1597,0.000312
786,"b21",0.1345,0.1738,500,0.77,"0.4393",0.05,-0.2069,0.4759,-0.00022
786,"b22",-0.1049,0.1283,500,-0.82,"0.4140",0.05,-0.3569,0.1472,5.4e-05
786,"b31",-0.08784,0.1706,500,-0.51,"0.6069",0.05,-0.4231,0.2474,-1e-04
786,"b32",-0.1074,0.1214,500,-0.88,"0.3766",0.05,-0.346,0.1311,0.000123
786,"b41",0.9035,0.189,500,4.78,"<.0001",0.05,0.5323,1.2748,-0.00024
786,"b42",0.9727,0.1549,500,6.28,"<.0001",0.05,0.6685,1.277,0.000482
786,"b51",-0.5132,0.1639,500,-3.13,"0.0018",0.05,-0.8353,-0.1912,-0.00032
786,"b52",-0.2778,0.1228,500,-2.26,"0.0241",0.05,-0.519,-0.03661,0.000794
786,"phi1",-0.01756,0.2485,500,-0.07,"0.9437",0.05,-0.5057,0.4706,0.00013
786,"phi2",-1.2801,0.6747,500,-1.9,"0.0584",0.05,-2.6056,0.04542,7.394e-06
787,"b01",-2.1807,0.3059,500,-7.13,"<.0001",0.05,-2.7817,-1.5797,-4e-05
787,"b02",-1.852,0.2916,500,-6.35,"<.0001",0.05,-2.4248,-1.2791,-0.00039
787,"b11",-0.03965,0.329,500,-0.12,"0.9041",0.05,-0.686,0.6067,8.845e-06
787,"b12",-0.07338,0.3101,500,-0.24,"0.8131",0.05,-0.6827,0.536,-0.00036
787,"b21",0.194,0.1539,500,1.26,"0.2082",0.05,-0.1084,0.4963,-0.00025
787,"b22",-0.2416,0.1475,500,-1.64,"0.1021",0.05,-0.5314,0.04822,3.3e-05
787,"b31",-0.1034,0.1598,500,-0.65,"0.5177",0.05,-0.4174,0.2105,-0.00038
787,"b32",-0.2497,0.1517,500,-1.65,"0.1004",0.05,-0.5477,0.04831,-8e-05
787,"b41",0.8948,0.1604,500,5.58,"<.0001",0.05,0.5797,1.2099,-0.00053
787,"b42",1.5964,0.1905,500,8.38,"<.0001",0.05,1.2222,1.9706,-0.00033
787,"b51",-0.3491,0.1592,500,-2.19,"0.0288",0.05,-0.6618,-0.0363,-0.00055
787,"b52",-0.5404,0.1602,500,-3.37,"0.0008",0.05,-0.8552,-0.2257,-0.00044
787,"phi1",-1.3116,0.5719,500,-2.29,"0.0222",0.05,-2.4352,-0.1881,7.878e-06
787,"phi2",0.3757,0.3589,500,1.05,"0.2957",0.05,-0.3295,1.081,-8.04e-06
788,"b01",-3.1463,0.4213,500,-7.47,"<.0001",0.05,-3.9741,-2.3184,0.000115
788,"b02",-1.3739,0.2399,500,-5.73,"<.0001",0.05,-1.8452,-0.9025,-5.8e-06
788,"b11",0.3632,0.4045,500,0.9,"0.3696",0.05,-0.4314,1.1579,4.529e-06
788,"b12",-0.2611,0.2769,500,-0.94,"0.3461",0.05,-0.8051,0.2829,2.4e-05
788,"b21",0.3281,0.1737,500,1.89,"0.0595",0.05,-0.01319,0.6694,0.000245
788,"b22",0.05434,0.1195,500,0.45,"0.6495",0.05,-0.1805,0.2891,-6.9e-07
788,"b31",-0.4785,0.1792,500,-2.67,"0.0078",0.05,-0.8306,-0.1265,-0.00042
788,"b32",-0.3075,0.1335,500,-2.3,"0.0216",0.05,-0.5697,-0.04534,0.000179
788,"b41",1.1862,0.2257,500,5.26,"<.0001",0.05,0.7428,1.6296,0.000181
788,"b42",1.4165,0.1682,500,8.42,"<.0001",0.05,1.0861,1.7469,0.000354
788,"b51",-0.6393,0.2208,500,-2.89,"0.0040",0.05,-1.0731,-0.2054,7.1e-05
788,"b52",-0.1821,0.1311,500,-1.39,"0.1653",0.05,-0.4397,0.0754,-5e-05
788,"phi1",-1.0051,0.5709,500,-1.76,"0.0790",0.05,-2.1268,0.1167,0.000259
788,"phi2",0.8986,0.4655,500,1.93,"0.0541",0.05,-0.01605,1.8133,0.000115
789,"b01",-2.5378,0.3426,500,-7.41,"<.0001",0.05,-3.2109,-1.8647,-0.00032
789,"b02",-1.5151,0.2468,500,-6.14,"<.0001",0.05,-1.9999,-1.0303,-1e-04
789,"b11",0.129,0.3457,500,0.37,"0.7092",0.05,-0.5502,0.8083,-0.00021
789,"b12",-0.3566,0.2874,500,-1.24,"0.2153",0.05,-0.9212,0.2081,-3e-05
789,"b21",-0.07062,0.1616,500,-0.44,"0.6622",0.05,-0.388,0.2468,-0.00027
789,"b22",0.1143,0.1447,500,0.79,"0.4299",0.05,-0.1699,0.3985,0.000388
789,"b31",-0.518,0.1813,500,-2.86,"0.0044",0.05,-0.8742,-0.1619,0.000298
789,"b32",-0.4655,0.1599,500,-2.91,"0.0038",0.05,-0.7798,-0.1513,-0.00015
789,"b41",1.1237,0.2113,500,5.32,"<.0001",0.05,0.7086,1.5387,-4e-05
789,"b42",0.998,0.1686,500,5.92,"<.0001",0.05,0.6669,1.3292,-0.00015
789,"b51",-0.5927,0.1623,500,-3.65,"0.0003",0.05,-0.9116,-0.2738,0.000837
789,"b52",-0.4388,0.1406,500,-3.12,"0.0019",0.05,-0.7151,-0.1626,-0.00061
789,"phi1",-1.031,0.7744,500,-1.33,"0.1837",0.05,-2.5525,0.4905,2.1e-05
789,"phi2",0.5892,0.5416,500,1.09,"0.2772",0.05,-0.4749,1.6533,-0.00013
