"loop","Label","Estimate","StandardError","DF","tValue","Probt","Alpha","Lower","Upper"
875,"b23",-0.4212,0.2526,500,-1.67,0.096,0.05,-0.9175,0.07508
875,"b33",0.3963,0.2803,500,1.41,0.1581,0.05,-0.1545,0.9471
875,"b43",-0.3127,0.2135,500,-1.46,0.1436,0.05,-0.7322,0.1067
875,"b53",0.2384,0.2074,500,1.15,0.251,0.05,-0.1691,0.6458
876,"b03",0.7105,0.5837,500,1.22,0.2241,0.05,-0.4363,1.8573
876,"b13",0.1519,0.2015,500,0.75,0.4512,0.05,-0.244,0.5479
876,"b23",-0.05326,0.09363,500,-0.57,0.5697,0.05,-0.2372,0.1307
876,"b33",0.01759,0.07915,500,0.22,0.8242,0.05,-0.1379,0.1731
876,"b43",-0.3588,0.2955,500,-1.21,0.2252,0.05,-0.9393,0.2217
876,"b53",0.1645,0.2092,500,0.79,0.432,0.05,-0.2465,0.5755
877,"b03",0.9475,0.6687,500,1.42,0.1571,0.05,-0.3663,2.2612
877,"b13",-0.3577,0.447,500,-0.8,0.4239,0.05,-1.2359,0.5204
877,"b23",0.07304,0.2331,500,0.31,0.7541,0.05,-0.3849,0.531
877,"b33",-0.1362,0.2193,500,-0.62,0.535,0.05,-0.5671,0.2948
877,"b43",-0.8847,0.471,500,-1.88,0.0609,0.05,-1.8101,0.04069
877,"b53",-0.08825,0.2255,500,-0.39,0.6957,0.05,-0.5313,0.3548
878,"b03",1.8489,0.494,500,3.74,2e-04,0.05,0.8783,2.8194
878,"b13",0.3344,0.2486,500,1.35,0.1792,0.05,-0.154,0.8228
878,"b23",-0.2971,0.3891,500,-0.76,0.4455,0.05,-1.0615,0.4673
878,"b33",0.09623,0.2707,500,0.36,0.7224,0.05,-0.4357,0.6281
878,"b43",-0.7341,0.2485,500,-2.95,0.0033,0.05,-1.2223,-0.246
878,"b53",0.2734,0.2769,500,0.99,0.324,0.05,-0.2707,0.8175
879,"b03",1.8211,0.513,500,3.55,4e-04,0.05,0.8131,2.829
879,"b13",-0.1942,0.2268,500,-0.86,0.3923,0.05,-0.6397,0.2514
879,"b23",-0.0187,0.1943,500,-0.1,0.9234,0.05,-0.4003,0.3629
879,"b33",0.06766,0.1187,500,0.57,0.5689,0.05,-0.1655,0.3009
879,"b43",-0.6606,0.3428,500,-1.93,0.0545,0.05,-1.3342,0.01293
879,"b53",0.1349,0.1488,500,0.91,0.3651,0.05,-0.1575,0.4272
880,"b03",1.3572,0.6182,500,2.2,0.0286,0.05,0.1427,2.5717
880,"b13",-0.1045,0.3656,500,-0.29,0.7751,0.05,-0.8229,0.6139
880,"b23",-0.1867,0.2168,500,-0.86,0.3894,0.05,-0.6126,0.2391
880,"b33",0.03218,0.1603,500,0.2,0.841,0.05,-0.2828,0.3472
880,"b43",-0.5489,0.3419,500,-1.61,0.109,0.05,-1.2206,0.1229
880,"b53",0.6098,0.3672,500,1.66,0.0974,0.05,-0.1116,1.3312
881,"b03",1.6642,0.4049,500,4.11,"<.0001",0.05,0.8687,2.4598
881,"b13",0.3723,0.2392,500,1.56,"0.1202",0.05,-0.09765,0.8422
881,"b23",-0.04348,0.115,500,-0.38,"0.7056",0.05,-0.2694,0.1825
881,"b33",-0.1332,0.1224,500,-1.09,"0.2769",0.05,-0.3736,0.1072
881,"b43",-1.1368,0.3196,500,-3.56,"0.0004",0.05,-1.7648,-0.5088
881,"b53",-0.04305,0.1736,500,-0.25,"0.8042",0.05,-0.3841,0.298
882,"b03",1.5108,0.5222,500,2.89,0.004,0.05,0.4848,2.5368
882,"b13",0.4297,0.4104,500,1.05,0.2956,0.05,-0.3766,1.236
882,"b23",-0.03376,0.1048,500,-0.32,0.7474,0.05,-0.2396,0.1721
882,"b33",0.1316,0.1251,500,1.05,0.2934,0.05,-0.1142,0.3775
882,"b43",-0.9505,0.3908,500,-2.43,0.0153,0.05,-1.7183,-0.1828
882,"b53",0.1046,0.1557,500,0.67,0.502,0.05,-0.2013,0.4105
883,"b03",1.9076,0.6287,500,3.03,0.0025,0.05,0.6723,3.1428
883,"b13",-0.06881,0.3612,500,-0.19,0.849,0.05,-0.7784,0.6408
883,"b23",-0.2675,0.193,500,-1.39,0.1665,0.05,-0.6467,0.1118
883,"b33",0.1982,0.1788,500,1.11,0.2683,0.05,-0.1531,0.5495
883,"b43",-0.757,0.3262,500,-2.32,0.0207,0.05,-1.3979,-0.1162
883,"b53",0.4032,0.3194,500,1.26,0.2073,0.05,-0.2242,1.0306
884,"b03",2.16,0.5623,500,3.84,1e-04,0.05,1.0552,3.2647
884,"b13",0.1343,0.4039,500,0.33,0.7396,0.05,-0.6592,0.9278
884,"b23",-0.172,0.1561,500,-1.1,0.271,0.05,-0.4787,0.1347
884,"b33",0.1936,0.1787,500,1.08,0.2792,0.05,-0.1575,0.5447
884,"b43",-1.0023,0.2593,500,-3.87,1e-04,0.05,-1.5118,-0.4928
884,"b53",0.1279,0.1191,500,1.07,0.2835,0.05,-0.1061,0.3618
885,"b03",1.7336,0.6297,500,2.75,0.0061,0.05,0.4964,2.9707
885,"b13",-0.4816,0.4205,500,-1.15,0.2526,0.05,-1.3078,0.3446
885,"b23",-0.01467,0.1573,500,-0.09,0.9257,0.05,-0.3237,0.2943
885,"b33",0.03153,0.164,500,0.19,0.8476,0.05,-0.2907,0.3538
885,"b43",-0.4427,0.2247,500,-1.97,0.0494,0.05,-0.8841,-0.0012
885,"b53",0.2123,0.1542,500,1.38,0.1691,0.05,-0.09061,0.5152
886,"b03",1.6606,0.552,500,3.01,0.0028,0.05,0.5761,2.7452
886,"b13",-0.07753,0.4958,500,-0.16,0.8758,0.05,-1.0516,0.8965
886,"b23",-0.01474,0.2596,500,-0.06,0.9548,0.05,-0.5249,0.4954
886,"b33",0.1314,0.2008,500,0.65,0.5133,0.05,-0.2631,0.5259
886,"b43",-0.5863,0.2674,500,-2.19,0.0288,0.05,-1.1117,-0.06099
886,"b53",0.1626,0.1182,500,1.38,0.1694,0.05,-0.06956,0.3948
887,"b03",2.078,0.5391,500,3.85,1e-04,0.05,1.0189,3.1371
887,"b13",0.2812,0.3883,500,0.72,0.4693,0.05,-0.4817,1.0441
887,"b23",0.06335,0.1679,500,0.38,0.7061,0.05,-0.2665,0.3932
887,"b33",0.04906,0.2003,500,0.24,0.8066,0.05,-0.3446,0.4427
887,"b43",-1.308,0.4936,500,-2.65,0.0083,0.05,-2.2779,-0.3382
887,"b53",0.3024,0.2044,500,1.48,0.1397,0.05,-0.09921,0.704
888,"b03",3.4427,0.5757,500,5.98,"<.0001",0.05,2.3116,4.5738
888,"b13",0.5563,0.3832,500,1.45,"0.1472",0.05,-0.1966,1.3092
888,"b23",-0.1724,0.1988,500,-0.87,"0.3865",0.05,-0.563,0.2183
888,"b33",-0.1117,0.1843,500,-0.61,"0.5449",0.05,-0.4737,0.2504
888,"b43",-1.8825,0.5214,500,-3.61,"0.0003",0.05,-2.9069,-0.8581
888,"b53",0.3185,0.2033,500,1.57,"0.1180",0.05,-0.08107,0.718
889,"b03",1.8577,0.5301,500,3.5,5e-04,0.05,0.8162,2.8992
889,"b13",0.3742,0.3299,500,1.13,0.2571,0.05,-0.2738,1.0223
889,"b23",0.01622,0.1384,500,0.12,0.9068,0.05,-0.2558,0.2882
889,"b33",0.04779,0.1251,500,0.38,0.7025,0.05,-0.1979,0.2935
889,"b43",-1.1179,0.3679,500,-3.04,0.0025,0.05,-1.8406,-0.3951
889,"b53",0.1093,0.1427,500,0.77,0.444,0.05,-0.1711,0.3898
890,"b03",1.2621,0.4598,500,2.74,0.0063,0.05,0.3587,2.1654
890,"b13",0.5768,0.4057,500,1.42,0.1558,0.05,-0.2204,1.3739
890,"b23",0.03066,0.2501,500,0.12,0.9025,0.05,-0.4607,0.5221
890,"b33",0.1612,0.1045,500,1.54,0.1236,0.05,-0.04411,0.3665
890,"b43",-0.8212,0.4482,500,-1.83,0.0675,0.05,-1.7018,0.05927
890,"b53",0.07019,0.1614,500,0.43,0.6639,0.05,-0.247,0.3873
891,"b03",1.8637,0.5063,500,3.68,3e-04,0.05,0.869,2.8584
891,"b13",0.5118,0.3509,500,1.46,0.1453,0.05,-0.1775,1.2012
891,"b23",0.04658,0.1448,500,0.32,0.7479,0.05,-0.238,0.3311
891,"b33",-0.1903,0.185,500,-1.03,0.304,0.05,-0.5538,0.1731
891,"b43",-1.4508,0.4557,500,-3.18,0.0015,0.05,-2.3461,-0.5555
891,"b53",0.1433,0.1528,500,0.94,0.3488,0.05,-0.1569,0.4434
892,"b03",1.8718,0.7737,500,2.42,0.0159,0.05,0.3517,3.392
892,"b13",-0.1426,0.4208,500,-0.34,0.7348,0.05,-0.9693,0.6841
892,"b23",-0.4443,0.4026,500,-1.1,0.2703,0.05,-1.2353,0.3467
892,"b33",0.06885,0.1507,500,0.46,0.648,0.05,-0.2272,0.3649
892,"b43",-0.8441,0.4699,500,-1.8,0.073,0.05,-1.7672,0.07904
892,"b53",0.2725,0.1904,500,1.43,0.1531,0.05,-0.1017,0.6467
893,"b03",1.4654,0.4776,500,3.07,0.0023,0.05,0.5271,2.4038
893,"b13",0.5763,0.3498,500,1.65,0.1001,0.05,-0.111,1.2636
893,"b23",-0.1001,0.1525,500,-0.66,0.512,0.05,-0.3997,0.1996
893,"b33",0.4927,0.3149,500,1.56,0.1183,0.05,-0.1259,1.1114
893,"b43",-0.9047,0.3567,500,-2.54,0.0115,0.05,-1.6054,-0.2039
893,"b53",0.5474,0.3254,500,1.68,0.0932,0.05,-0.09197,1.1867
894,"b03",1.1672,0.5529,500,2.11,0.0353,0.05,0.08095,2.2535
894,"b13",-0.00276,0.3608,500,-0.01,0.9939,0.05,-0.7117,0.7062
894,"b23",-0.1532,0.1874,500,-0.82,0.414,0.05,-0.5213,0.215
894,"b33",0.3273,0.2085,500,1.57,0.1171,0.05,-0.08236,0.7369
894,"b43",-0.9603,0.4073,500,-2.36,0.0188,0.05,-1.7606,-0.16
894,"b53",0.2121,0.1948,500,1.09,0.2768,0.05,-0.1706,0.5947
895,"b03",1.9678,0.4715,500,4.17,"<.0001",0.05,1.0414,2.8942
895,"b13",0.2631,0.2166,500,1.21,"0.2252",0.05,-0.1625,0.6887
895,"b23",0.001083,0.1325,500,0.01,"0.9935",0.05,-0.2593,0.2614
895,"b33",0.07512,0.09574,500,0.78,"0.4331",0.05,-0.113,0.2632
895,"b43",-0.9121,0.3281,500,-2.78,"0.0056",0.05,-1.5566,-0.2675
895,"b53",0.071,0.15,500,0.47,"0.6362",0.05,-0.2237,0.3657
896,"b03",1.7486,0.4111,500,4.25,"<.0001",0.05,0.9408,2.5563
896,"b13",0.3552,0.2108,500,1.68,"0.0926",0.05,-0.05899,0.7694
896,"b23",-0.1223,0.1159,500,-1.06,"0.2918",0.05,-0.3499,0.1054
896,"b33",0.145,0.108,500,1.34,"0.1801",0.05,-0.06724,0.3573
896,"b43",-0.818,0.214,500,-3.82,"0.0001",0.05,-1.2384,-0.3976
896,"b53",0.1787,0.1043,500,1.71,"0.0875",0.05,-0.02634,0.3837
897,"b03",0.6043,0.6308,500,0.96,0.3386,0.05,-0.6352,1.8437
897,"b13",-0.1344,0.3226,500,-0.42,0.677,0.05,-0.7682,0.4993
897,"b23",0.02229,0.1495,500,0.15,0.8815,0.05,-0.2713,0.3159
897,"b33",0.06547,0.1475,500,0.44,0.6572,0.05,-0.2242,0.3552
897,"b43",-0.6806,0.5287,500,-1.29,0.1986,0.05,-1.7194,0.3582
897,"b53",-0.3673,0.2578,500,-1.42,0.1549,0.05,-0.8737,0.1392
898,"b03",1.2239,0.61,500,2.01,0.0454,0.05,0.02542,2.4225
898,"b13",0.08539,0.1712,500,0.5,0.6182,0.05,-0.251,0.4217
898,"b23",0.1314,0.2193,500,0.6,0.5494,0.05,-0.2995,0.5623
898,"b33",0.08485,0.1068,500,0.79,0.4274,0.05,-0.125,0.2947
898,"b43",-0.6795,0.4272,500,-1.59,0.1123,0.05,-1.5189,0.1598
898,"b53",0.05939,0.117,500,0.51,0.6119,0.05,-0.1705,0.2892
899,"b03",1.6521,0.5233,500,3.16,0.0017,0.05,0.6239,2.6802
899,"b13",0.327,0.22,500,1.49,0.1377,0.05,-0.1051,0.7592
899,"b23",-0.05465,0.26,500,-0.21,0.8336,0.05,-0.5654,0.4561
899,"b33",0.1852,0.1804,500,1.03,0.3051,0.05,-0.1692,0.5397
899,"b43",-0.7008,0.273,500,-2.57,0.0105,0.05,-1.2371,-0.1645
899,"b53",0.009884,0.149,500,0.07,0.9471,0.05,-0.2828,0.3026
900,"b03",1.2512,0.5173,500,2.42,0.0159,0.05,0.2349,2.2676
900,"b13",-0.00339,0.1865,500,-0.02,0.9855,0.05,-0.3698,0.363
900,"b23",0.01064,0.1289,500,0.08,0.9342,0.05,-0.2425,0.2638
900,"b33",0.04572,0.07081,500,0.65,0.5188,0.05,-0.0934,0.1848
900,"b43",-0.5531,0.3009,500,-1.84,0.0667,0.05,-1.1443,0.03815
900,"b53",0.04398,0.1637,500,0.27,0.7883,0.05,-0.2776,0.3656
901,"b03",2.5705,0.4867,500,5.28,"<.0001",0.05,1.6143,3.5268
901,"b13",0.15,0.2363,500,0.63,"0.5259",0.05,-0.3143,0.6143
901,"b23",-0.07612,0.2294,500,-0.33,"0.7402",0.05,-0.5269,0.3746
901,"b33",0.1133,0.2153,500,0.53,"0.5992",0.05,-0.3098,0.5363
901,"b43",-1.2924,0.5246,500,-2.46,"0.0141",0.05,-2.3232,-0.2617
901,"b53",0.3715,0.2833,500,1.31,"0.1905",0.05,-0.1852,0.9281
902,"b03",1.7368,0.5975,500,2.91,0.0038,0.05,0.5629,2.9107
902,"b13",-0.1482,0.4907,500,-0.3,0.7628,0.05,-1.1122,0.8158
902,"b23",-0.3829,0.3645,500,-1.05,0.2941,0.05,-1.0991,0.3333
902,"b33",-0.08344,0.3229,500,-0.26,0.7962,0.05,-0.7178,0.5509
902,"b43",-0.6472,0.2676,500,-2.42,0.016,0.05,-1.173,-0.1213
902,"b53",0.1952,0.1494,500,1.31,0.192,0.05,-0.09838,0.4888
903,"b03",1.9729,0.4412,500,4.47,"<.0001",0.05,1.106,2.8398
903,"b13",0.0833,0.1968,500,0.42,"0.6722",0.05,-0.3033,0.4699
903,"b23",-0.03365,0.136,500,-0.25,"0.8047",0.05,-0.3009,0.2336
903,"b33",-0.04178,0.1296,500,-0.32,"0.7473",0.05,-0.2964,0.2129
903,"b43",-0.7726,0.1943,500,-3.98,"<.0001",0.05,-1.1544,-0.3907
903,"b53",0.2969,0.1333,500,2.23,"0.0264",0.05,0.03489,0.5589
904,"b03",1.9455,0.4525,500,4.3,"<.0001",0.05,1.0565,2.8344
904,"b13",0.3055,0.3281,500,0.93,"0.3523",0.05,-0.3392,0.9502
904,"b23",0.02715,0.1427,500,0.19,"0.8492",0.05,-0.2532,0.3075
904,"b33",0.2133,0.1498,500,1.42,"0.1551",0.05,-0.08105,0.5077
904,"b43",-1.304,0.3759,500,-3.47,"0.0006",0.05,-2.0425,-0.5656
904,"b53",0.05016,0.1706,500,0.29,"0.7688",0.05,-0.285,0.3853
905,"b03",2.246,0.5213,500,4.31,"<.0001",0.05,1.2219,3.2701
905,"b13",0.3051,0.3561,500,0.86,"0.3920",0.05,-0.3945,1.0047
905,"b23",-0.0563,0.1127,500,-0.5,"0.6175",0.05,-0.2777,0.1651
905,"b33",0.07081,0.1147,500,0.62,"0.5373",0.05,-0.1545,0.2962
905,"b43",-1.1538,0.4073,500,-2.83,"0.0048",0.05,-1.9541,-0.3535
905,"b53",0.1758,0.2125,500,0.83,"0.4083",0.05,-0.2416,0.5932
906,"b03",1.8433,0.8363,500,2.2,0.028,0.05,0.2002,3.4864
906,"b13",-0.6607,0.6276,500,-1.05,0.293,0.05,-1.8937,0.5723
906,"b23",-0.5015,0.2943,500,-1.7,0.0889,0.05,-1.0797,0.0766
906,"b33",0.05187,0.2527,500,0.21,0.8374,0.05,-0.4446,0.5483
906,"b43",-1.2075,0.5016,500,-2.41,0.0164,0.05,-2.193,-0.222
906,"b53",0.2038,0.2404,500,0.85,0.3969,0.05,-0.2685,0.6761
907,"b03",0.9381,0.6572,500,1.43,0.1541,0.05,-0.353,2.2293
907,"b13",-0.05919,0.435,500,-0.14,0.8918,0.05,-0.9139,0.7955
907,"b23",-0.08203,0.1459,500,-0.56,0.5741,0.05,-0.3686,0.2045
907,"b33",-0.03857,0.1031,500,-0.37,0.7084,0.05,-0.2411,0.164
907,"b43",-0.2643,0.3889,500,-0.68,0.4972,0.05,-1.0284,0.4999
907,"b53",0.2891,0.2484,500,1.16,0.2451,0.05,-0.1989,0.7771
908,"b03",1.6392,0.5365,500,3.06,0.0024,0.05,0.5851,2.6933
908,"b13",0.1255,0.2203,500,0.57,0.5693,0.05,-0.3074,0.5584
908,"b23",-0.00077,0.1218,500,-0.01,0.9949,0.05,-0.24,0.2385
908,"b33",0.1813,0.1335,500,1.36,0.1752,0.05,-0.08104,0.4435
908,"b43",-0.9966,0.4474,500,-2.23,0.0264,0.05,-1.8756,-0.1176
908,"b53",0.09582,0.1747,500,0.55,0.5836,0.05,-0.2474,0.439
909,"b03",1.3735,0.6336,500,2.17,0.0306,0.05,0.1287,2.6183
909,"b13",-0.07769,0.3753,500,-0.21,0.8361,0.05,-0.8151,0.6597
909,"b23",-0.00914,0.1318,500,-0.07,0.9448,0.05,-0.2681,0.2498
909,"b33",0.05411,0.0951,500,0.57,0.5696,0.05,-0.1327,0.241
909,"b43",-0.5223,0.2476,500,-2.11,0.0354,0.05,-1.0088,-0.0358
909,"b53",0.1771,0.1979,500,0.9,0.3711,0.05,-0.2116,0.5659
910,"b03",1.4949,0.4258,500,3.51,5e-04,0.05,0.6584,2.3314
910,"b13",0.4825,0.2923,500,1.65,0.0995,0.05,-0.09184,1.0568
910,"b23",-0.1385,0.1505,500,-0.92,0.3579,0.05,-0.4341,0.1572
910,"b33",0.1509,0.1279,500,1.18,0.2387,0.05,-0.1004,0.4021
910,"b43",-0.9217,0.378,500,-2.44,0.0151,0.05,-1.6644,-0.1791
910,"b53",-0.0281,0.1823,500,-0.15,0.8775,0.05,-0.3863,0.3301
911,"b03",2.0498,0.566,500,3.62,3e-04,0.05,0.9378,3.1618
911,"b13",-0.04649,0.4159,500,-0.11,0.911,0.05,-0.8636,0.7706
911,"b23",0.2714,0.2242,500,1.21,0.2267,0.05,-0.1692,0.712
911,"b33",-0.323,0.2664,500,-1.21,0.2259,0.05,-0.8465,0.2004
911,"b43",-0.9429,0.36,500,-2.62,0.0091,0.05,-1.6501,-0.2357
911,"b53",0.6089,0.2998,500,2.03,0.0428,0.05,0.01994,1.1978
912,"b03",1.5211,0.5731,500,2.65,0.0082,0.05,0.395,2.6471
912,"b13",0.3332,0.3506,500,0.95,0.3425,0.05,-0.3557,1.022
912,"b23",0.07906,0.2021,500,0.39,0.6958,0.05,-0.318,0.4761
912,"b33",-0.2087,0.207,500,-1.01,0.3138,0.05,-0.6153,0.198
912,"b43",-0.8689,0.4092,500,-2.12,0.0342,0.05,-1.6729,-0.06496
912,"b53",0.5259,0.3343,500,1.57,0.1163,0.05,-0.1309,1.1828
913,"b03",1.1656,0.5755,500,2.03,0.0433,0.05,0.035,2.2963
913,"b13",0.09051,0.3242,500,0.28,0.7802,0.05,-0.5465,0.7275
913,"b23",0.08305,0.1606,500,0.52,0.6054,0.05,-0.2325,0.3986
913,"b33",0.2205,0.2128,500,1.04,0.3006,0.05,-0.1976,0.6387
913,"b43",-0.362,0.2694,500,-1.34,0.1798,0.05,-0.8913,0.1674
913,"b53",0.2359,0.2029,500,1.16,0.2457,0.05,-0.1629,0.6346
914,"b03",1.2516,0.4989,500,2.51,0.0124,0.05,0.2715,2.2317
914,"b13",0.1653,0.1631,500,1.01,0.3113,0.05,-0.1552,0.4857
914,"b23",-0.01358,0.1537,500,-0.09,0.9296,0.05,-0.3155,0.2884
914,"b33",0.02879,0.07525,500,0.38,0.7022,0.05,-0.1191,0.1766
914,"b43",-0.5078,0.446,500,-1.14,0.2554,0.05,-1.3841,0.3685
914,"b53",-0.05885,0.2851,500,-0.21,0.8365,0.05,-0.619,0.5013
915,"b03",1.6487,0.6324,500,2.61,0.0094,0.05,0.4062,2.8912
915,"b13",0.3358,0.6172,500,0.54,0.5867,0.05,-0.8768,1.5483
915,"b23",-0.8709,0.3508,500,-2.48,0.0134,0.05,-1.5601,-0.1818
915,"b33",0.213,0.2872,500,0.74,0.4587,0.05,-0.3513,0.7773
915,"b43",-1.3294,0.4082,500,-3.26,0.0012,0.05,-2.1315,-0.5274
915,"b53",0.3696,0.327,500,1.13,0.2589,0.05,-0.2728,1.012
916,"b03",1.4231,0.5003,500,2.84,0.0046,0.05,0.4401,2.4061
916,"b13",0.226,0.2625,500,0.86,0.3897,0.05,-0.2897,0.7416
916,"b23",0.1464,0.1687,500,0.87,0.3857,0.05,-0.1849,0.4778
916,"b33",0.1886,0.153,500,1.23,0.2181,0.05,-0.1119,0.4892
916,"b43",-0.9582,0.364,500,-2.63,0.0087,0.05,-1.6734,-0.2431
916,"b53",0.2424,0.1551,500,1.56,0.1188,0.05,-0.0624,0.5472
917,"b03",1.4003,0.5474,500,2.56,0.0108,0.05,0.3248,2.4759
917,"b13",-0.2697,0.4103,500,-0.66,0.5113,0.05,-1.0758,0.5364
917,"b23",-0.2301,0.2125,500,-1.08,0.2795,0.05,-0.6477,0.1875
917,"b33",0.3488,0.2293,500,1.52,0.1288,0.05,-0.1017,0.7994
917,"b43",-0.6618,0.3536,500,-1.87,0.0619,0.05,-1.3566,0.033
917,"b53",-0.07472,0.2085,500,-0.36,0.7202,0.05,-0.4844,0.3349
918,"b03",1.3967,0.4871,500,2.87,0.0043,0.05,0.4398,2.3536
918,"b13",0.319,0.348,500,0.92,0.3598,0.05,-0.3648,1.0028
918,"b23",0.1846,0.1827,500,1.01,0.3127,0.05,-0.1743,0.5435
918,"b33",-0.00201,0.1673,500,-0.01,0.9904,0.05,-0.3306,0.3266
918,"b43",-1.1801,0.3994,500,-2.95,0.0033,0.05,-1.9649,-0.3953
918,"b53",0.2136,0.1588,500,1.35,0.1792,0.05,-0.09838,0.5257
919,"b03",1.5685,0.4582,500,3.42,7e-04,0.05,0.6683,2.4687
919,"b13",0.261,0.2238,500,1.17,0.2441,0.05,-0.1787,0.7008
919,"b23",-0.01049,0.1448,500,-0.07,0.9423,0.05,-0.295,0.274
919,"b33",0.08157,0.1204,500,0.68,0.4983,0.05,-0.1549,0.3181
919,"b43",-0.915,0.3811,500,-2.4,0.0167,0.05,-1.6638,-0.1663
919,"b53",0.04744,0.1288,500,0.37,0.7129,0.05,-0.2057,0.3006
920,"b03",0.7949,0.6012,500,1.32,0.1867,0.05,-0.3863,1.9761
920,"b13",0.1201,0.2218,500,0.54,0.5884,0.05,-0.3156,0.5558
920,"b23",-0.00025,0.1256,500,0,0.9984,0.05,-0.247,0.2465
920,"b33",-0.01194,0.1175,500,-0.1,0.9191,0.05,-0.2429,0.219
920,"b43",-0.3943,0.2693,500,-1.46,0.1437,0.05,-0.9234,0.1348
920,"b53",-0.08336,0.2013,500,-0.41,0.6789,0.05,-0.4788,0.3121
921,"b03",1.6514,0.6555,500,2.52,0.0121,0.05,0.3635,2.9392
921,"b13",-0.1725,0.2982,500,-0.58,0.5632,0.05,-0.7584,0.4134
921,"b23",0.08918,0.1596,500,0.56,0.5766,0.05,-0.2244,0.4027
921,"b33",0.2365,0.2422,500,0.98,0.3294,0.05,-0.2394,0.7123
921,"b43",-0.7985,0.4496,500,-1.78,0.0763,0.05,-1.6819,0.08483
921,"b53",0.1682,0.1609,500,1.05,0.2963,0.05,-0.1479,0.4843
922,"b03",2.0497,0.4168,500,4.92,"<.0001",0.05,1.2308,2.8687
922,"b13",0.5868,0.2722,500,2.16,"0.0315",0.05,0.05212,1.1216
922,"b23",0.09675,0.1356,500,0.71,"0.4758",0.05,-0.1696,0.3631
922,"b33",0.03977,0.1181,500,0.34,"0.7365",0.05,-0.1923,0.2718
922,"b43",-1.071,0.3532,500,-3.03,"0.0026",0.05,-1.7649,-0.377
922,"b53",0.2628,0.145,500,1.81,"0.0705",0.05,-0.02208,0.5477
923,"b03",1.9676,0.5087,500,3.87,1e-04,0.05,0.9682,2.967
923,"b13",0.4835,0.4009,500,1.21,0.2284,0.05,-0.3041,1.2711
923,"b23",0.2957,0.2195,500,1.35,0.1786,0.05,-0.1356,0.727
923,"b33",0.3066,0.2051,500,1.49,0.1356,0.05,-0.09638,0.7096
923,"b43",-1.7567,0.4555,500,-3.86,1e-04,0.05,-2.6517,-0.8618
923,"b53",0.08225,0.1742,500,0.47,0.6369,0.05,-0.2599,0.4244
924,"b03",2.0606,0.656,500,3.14,0.0018,0.05,0.7718,3.3495
924,"b13",0.1146,0.5378,500,0.21,0.8314,0.05,-0.942,1.1711
924,"b23",-0.1526,0.1713,500,-0.89,0.3734,0.05,-0.489,0.1839
924,"b33",0.04682,0.1187,500,0.39,0.6934,0.05,-0.1864,0.28
924,"b43",-0.9329,0.4439,500,-2.1,0.0361,0.05,-1.8051,-0.06068
924,"b53",0.301,0.2023,500,1.49,0.1375,0.05,-0.09653,0.6985
925,"b03",1.4241,0.4896,500,2.91,0.0038,0.05,0.4621,2.3861
925,"b13",0.2899,0.2826,500,1.03,0.3055,0.05,-0.2654,0.8453
925,"b23",-0.2146,0.163,500,-1.32,0.1886,0.05,-0.5348,0.1056
925,"b33",0.04381,0.1469,500,0.3,0.7656,0.05,-0.2448,0.3324
925,"b43",-0.6847,0.2846,500,-2.41,0.0165,0.05,-1.2439,-0.1255
925,"b53",0.4221,0.2509,500,1.68,0.0931,0.05,-0.07084,0.915
926,"b03",1.1201,0.6156,500,1.82,0.0694,0.05,-0.08946,2.3296
926,"b13",0.129,0.4149,500,0.31,0.7561,0.05,-0.6862,0.9441
926,"b23",0.2939,0.2111,500,1.39,0.1644,0.05,-0.1208,0.7086
926,"b33",-0.03639,0.1867,500,-0.19,0.8456,0.05,-0.4033,0.3305
926,"b43",-0.8568,0.3281,500,-2.61,0.0093,0.05,-1.5014,-0.2122
926,"b53",0.06866,0.179,500,0.38,0.7015,0.05,-0.283,0.4204
927,"b03",1.4164,0.4822,500,2.94,0.0035,0.05,0.469,2.3637
927,"b13",-0.02472,0.1892,500,-0.13,0.8961,0.05,-0.3963,0.3469
927,"b23",0.1211,0.2867,500,0.42,0.673,0.05,-0.4422,0.6843
927,"b33",0.08696,0.09644,500,0.9,0.3676,0.05,-0.1025,0.2764
927,"b43",-0.6516,0.4374,500,-1.49,0.137,0.05,-1.511,0.2078
927,"b53",0.1762,0.1179,500,1.49,0.1357,0.05,-0.05546,0.4079
928,"b03",2.3509,0.6251,500,3.76,2e-04,0.05,1.1226,3.5791
928,"b13",-0.3753,0.4465,500,-0.84,0.401,0.05,-1.2527,0.502
928,"b23",-0.1797,0.1844,500,-0.97,0.3303,0.05,-0.5419,0.1826
928,"b33",0.2523,0.2426,500,1.04,0.2989,0.05,-0.2244,0.729
928,"b43",-1.0774,0.4866,500,-2.21,0.0273,0.05,-2.0335,-0.1214
928,"b53",0.6025,0.2951,500,2.04,0.0417,0.05,0.02264,1.1824
929,"b03",1.3148,0.5546,500,2.37,0.0181,0.05,0.2252,2.4043
929,"b13",0.2128,0.2297,500,0.93,0.3547,0.05,-0.2385,0.6641
929,"b23",-0.0271,0.1289,500,-0.21,0.8335,0.05,-0.2803,0.2261
929,"b33",0.1824,0.1551,500,1.18,0.24,0.05,-0.1222,0.487
929,"b43",-0.7903,0.4016,500,-1.97,0.0496,0.05,-1.5792,-0.00134
929,"b53",0.02699,0.1553,500,0.17,0.8621,0.05,-0.2781,0.3321
